source;target
48;5743
48;6202
13215;48
14772;48
17628;48
49;7271
10013;49
14125;49
14164;49
14353;49
18752;49
21365;49
23116;49
50;8061
50;8696
10506;50
11417;50
13928;50
16610;50
460;51
51;9089
11143;51
11702;51
14878;51
15261;51
17609;51
21465;51
23986;51
24124;51
3957;52
4153;52
4194;52
12177;52
16380;52
19834;52
23572;52
11552;53
11586;53
12443;53
13026;53
13773;53
15908;53
17891;53
23223;53
23807;53
24108;53
1502;54
1650;54
3819;54
54;5914
54;7440
10304;54
11245;54
17255;54
23084;54
55;751
2725;55
55;7218
15235;55
17619;55
17674;55
19451;55
20646;55
20989;55
24363;55
1318;56
2089;56
3587;56
4865;56
11460;56
11916;56
16607;56
20832;56
21218;56
21743;56
57;8451
57;8717
12620;57
16268;57
2496;58
58;6099
58;7428
11636;58
16367;58
18820;58
22851;58
274;59
3004;59
3310;59
4284;59
4365;59
59;6345
59;8886
59;9284
59;9625
59;9811
12963;59
16541;59
17266;59
21176;59
23632;59
3012;60
60;7243
60;7659
60;9268
60;9630
11549;60
11753;60
13064;60
13528;60
23162;60
23641;60
15647;61
18501;61
20197;61
22184;61
23952;61
62;9674
11531;62
12247;62
17430;62
21804;62
22111;62
22457;62
6039;63
63;8725
17068;63
19386;63
23394;63
14633;64
19943;64
21882;64
3143;65
12241;65
16215;65
19280;65
21905;65
315;66
1027;66
10533;66
11479;66
13798;66
16053;66
16883;66
2536;67
2846;67
6123;67
67;9987
10434;67
12960;67
15773;67
19986;67
21488;67
23907;67
1486;68
1504;68
3161;68
5644;68
16810;68
19147;68
19561;68
1825;69
4025;69
5231;69
11960;69
19019;69
24514;69
70;8595
70;9435
12971;70
13873;70
15406;70
6302;71
71;7694
11340;71
12234;71
12494;71
15365;71
15703;71
16460;71
16754;71
17808;71
22218;71
23514;71
23767;71
24425;71
2537;72
5616;72
72;8733
72;9707
12146;72
12696;72
16266;72
16768;72
17490;72
18641;72
22315;72
2070;73
4469;73
11977;73
12004;73
12834;73
16045;73
2407;74
3191;74
13722;74
14714;74
15874;74
18405;74
21650;74
4675;75
75;8426
75;8692
11438;75
12082;75
15732;75
24016;75
3440;76
6872;76
76;9792
11683;76
14506;76
15046;76
17580;76
18126;76
1441;77
3655;77
13817;77
23441;77
676;78
5628;78
11917;78
12494;78
13875;78
16775;78
20101;78
22363;78
6841;79
15300;79
15345;79
15910;79
17081;79
18534;79
19026;79
19462;79
19637;79
1440;80
3915;80
4329;80
5043;80
6218;80
6787;80
12110;80
13414;80
17012;80
19135;80
1590;81
10699;81
13177;81
17027;81
3096;82
3810;82
4044;82
5739;82
6609;82
7010;82
7143;82
82;9292
10137;82
13345;82
15022;82
17764;82
20163;82
83;8511
14883;83
19976;83
361;84
4132;84
7385;84
7613;84
84;9027
14472;84
14985;84
16556;84
17145;84
17469;84
24309;84
2391;85
3769;85
4041;85
7624;85
8149;85
10300;85
12977;85
19520;85
20746;85
21187;85
21304;85
24597;85
2536;86
6275;86
7878;86
14935;86
16892;86
23077;86
3692;87
6464;87
7825;87
8527;87
87;9735
87;9742
11234;87
14777;87
15810;87
20097;87
22586;87
8002;88
5014;89
89;8984
15491;89
21568;89
4695;90
6958;90
8199;90
90;9250
12008;90
16771;90
16890;90
22700;90
7217;91
8191;91
10985;91
12026;91
16670;91
18357;91
19720;91
20615;91
22924;91
23861;91
657;92
1119;92
4720;92
5864;92
6659;92
7073;92
11536;92
16518;92
16565;92
17023;92
23403;92
4962;93
16400;93
17216;93
3015;94
4206;94
4822;94
10074;94
10320;94
12113;94
17243;94
19559;94
23152;94
24536;94
1229;95
3304;95
5530;95
6678;95
10616;95
11160;95
13626;95
24627;95
1178;96
1237;96
1272;96
1289;96
9471;96
9500;96
96;9960
10744;96
15855;96
18892;96
19412;96
22675;96
4829;97
5601;97
6883;97
8186;97
15323;97
23324;97
3136;98
6378;98
6797;98
7133;98
10139;98
15055;98
19192;98
19249;98
19817;98
23064;98
23741;98
295;99
4584;99
13146;99
17518;99
19680;99
22202;99
22363;99
22433;99
23830;99
100;624
100;2094
100;6207
100;7685
100;13086
100;14126
100;23123
101;5336
101;10985
101;19798
101;20192
102;4608
102;9615
102;11010
102;12433
102;14500
102;16955
102;18198
102;21960
102;23976
103;9526
103;20674
104;640
104;1956
104;4346
104;6278
104;11654
104;11793
104;14248
104;14398
104;16388
104;22176
104;22367
105;294
105;382
105;1558
105;1913
105;5140
105;7601
105;9177
105;9735
10450;105
105;13195
105;14926
105;18346
105;18929
105;18984
106;10942
106;13373
106;14489
106;16809
106;16827
106;16839
106;19200
106;19462
106;23304
107;16638
107;19592
108;7272
108;17624
109;2523
109;5930
109;8759
109;18282
110;3194
110;4055
110;4123
10715;110
110;11298
110;22153
111;1656
111;5142
111;8318
10008;111
111;11779
111;19232
111;20916
112;799
112;9335
10582;112
112;15675
112;19175
112;21550
1007;113
113;4078
113;12793
113;16992
113;19055
113;21755
113;23712
114;215
114;1787
114;1972
114;2477
114;4587
114;8722
114;15238
114;16046
114;21948
115;2595
115;2884
115;3619
115;7324
115;16717
115;22013
116;8909
116;9342
10302;116
10826;116
11270;116
117;4518
117;5606
117;6376
117;8908
117;12006
117;15226
117;17861
117;19457
118;2414
118;9948
118;15028
119;1432
119;1715
119;6388
119;7252
11264;119
11745;119
119;17434
120;2202
120;4654
120;6067
120;6580
120;6659
120;6805
120;8498
120;8932
120;13507
120;21042
120;22049
121;2026
121;7611
121;17885
121;21577
121;22884
122;193
122;1955
122;2959
122;6344
122;9113
122;12235
122;16912
122;23101
123;3337
123;4790
123;15591
123;15636
123;23908
124;5387
124;5388
124;13907
125;147
10898;125
125;12876
125;19926
126;7634
10828;126
11714;126
127;2992
127;3254
127;6107
10081;127
12464;127
127;14378
127;14682
127;15719
127;18486
127;20188
127;23354
128;644
1219;128
128;3146
128;4490
128;5288
128;8632
10581;128
10690;128
128;13497
128;14590
128;16602
128;18418
128;19514
128;20169
129;825
129;1309
129;3423
129;4915
129;5889
129;6112
129;6791
129;7986
129;16375
129;18889
129;23624
11633;130
11743;130
130;16810
130;20097
130;21612
130;24379
131;1944
131;2478
131;5606
131;8698
131;9041
12865;131
12937;131
131;13706
131;17160
131;23596
132;5245
132;6289
132;22832
1301;133
133;1938
133;4952
133;5724
133;8562
13052;133
133;17026
133;19717
133;20207
133;21500
133;23787
134;3704
134;6986
134;7996
134;8259
134;16932
135;2949
135;3929
135;5530
10657;135
135;13551
135;13912
135;17272
135;18859
136;9512
10497;136
12289;136
13396;136
136;15846
136;18357
136;20139
137;727
137;2783
137;4635
137;8486
10330;137
137;15392
137;19079
137;21469
137;23440
138;2710
138;2811
138;3361
138;3401
138;4377
138;9203
10300;138
10906;138
11590;138
12143;138
13302;138
138;22261
139;2235
139;6159
11273;139
13742;139
140;6655
140;18170
141;4573
141;9782
12534;141
141;15713
141;20258
141;20699
142;1572
142;9651
10348;142
11304;142
142;17573
142;20541
142;23430
143;558
143;706
143;4982
11493;143
143;15519
143;15847
143;17731
143;19198
143;22738
144;9984
10381;144
12130;144
13165;144
13174;144
144;14634
144;16212
144;19323
144;24046
145;4240
145;5118
145;9645
10646;145
145;19544
145;23072
145;24066
146;295
146;2365
146;4934
146;8400
13636;146
146;16524
146;22771
147;2111
147;4760
11052;147
11972;147
14325;147
147;19360
148;3838
148;4051
148;5157
148;5827
10385;148
10923;148
12685;148
14035;148
148;16945
148;18175
148;18237
148;20491
148;21463
148;22486
148;22887
149;5053
149;6314
149;8921
12252;149
12988;149
13123;149
13885;149
14367;149
149;20908
150;3102
150;3305
150;7247
10473;150
150;15579
150;17731
150;20050
150;21387
151;5029
151;5849
151;6866
151;8848
12135;151
151;21667
151;23426
1047;152
152;1679
152;3380
152;7285
152;9722
152;9906
152;15669
152;15862
152;16062
152;16759
152;17685
152;19090
152;24167
1525;153
153;4834
153;5176
153;5461
153;8523
11177;153
12438;153
153;15995
154;6203
154;6941
154;8562
10814;154
15371;154
154;20048
155;449
155;2019
155;2068
155;15552
155;15827
155;16432
155;17882
1204;156
10640;156
12590;156
12975;156
156;22975
156;23424
156;24414
157;598
157;1736
12392;157
157;17896
157;21144
157;23906
157;23985
157;24171
158;9102
11427;158
15165;158
158;17100
158;17541
158;21899
158;22073
1555;159
159;3988
159;6399
159;7179
13028;159
14408;159
15084;159
159;17958
159;18884
159;19436
159;19489
159;19765
159;21497
159;24136
160;3881
160;5530
160;9203
160;19429
160;19577
160;21884
161;8924
161;9078
10409;161
11623;161
12097;161
161;18218
161;19617
161;24227
1436;162
162;3596
162;5424
162;5858
162;7712
10024;162
13970;162
16129;162
162;17725
162;18315
162;19539
163;378
163;4937
163;5264
163;5799
163;6053
10294;163
13305;163
13862;163
163;16740
163;19753
163;21763
163;22103
163;22328
164;1762
164;1875
164;5253
10192;164
11388;164
12229;164
13052;164
15812;164
164;21194
165;2563
165;5440
165;9101
165;9835
10213;165
165;17892
165;21853
165;23258
166;1962
166;2627
166;4196
166;4758
166;6141
166;9769
11005;166
14668;166
166;18386
167;4683
167;6264
167;6397
10598;167
10804;167
14313;167
15556;167
167;17725
167;21670
168;3866
168;4410
168;4709
168;5214
168;8921
10498;168
15688;168
168;18024
168;19673
168;19677
168;24214
1429;169
1540;169
169;3451
169;3539
169;5032
169;5066
169;6197
169;7434
169;7679
11179;169
15896;169
169;19219
169;19850
169;21330
170;2470
170;8152
170;9582
10937;170
170;18979
170;19888
170;24188
170;24505
170;24510
171;2016
171;3932
171;6520
171;9825
171;19343
171;20517
171;23277
172;2838
172;4928
172;7926
172;8284
13478;172
13690;172
15274;172
172;18976
172;19863
172;20688
172;21212
172;22071
172;23294
173;8155
11313;173
11405;173
13174;173
173;18104
173;21701
174;754
1206;174
11994;174
16025;174
174;20716
174;20837
174;21258
174;22164
174;22897
175;440
175;7827
175;8934
10998;175
11398;175
12053;175
14090;175
14906;175
15564;175
175;20862
175;21335
175;22153
176;4200
176;8706
176;9796
11231;176
176;17912
176;19382
176;19571
176;22128
176;23035
176;24258
177;853
177;5725
10395;177
15489;177
17034;177
17402;177
177;22221
178;805
1505;178
178;2077
178;3483
178;5837
178;7647
13858;178
15671;178
15706;178
15848;178
16927;178
17169;178
178;19926
179;2348
179;5504
179;9571
16683;179
179;18687
179;21952
179;22030
179;23015
180;862
17094;180
180;23997
180;24390
181;403
1002;181
1741;181
181;2127
181;5836
13106;181
181;20093
181;22962
182;3439
182;4257
11682;182
12668;182
12800;182
16281;182
16938;182
182;19333
182;19534
182;22348
182;24280
183;3139
183;6332
15467;183
15905;183
17046;183
183;21206
183;24358
184;3210
184;4067
184;4829
184;6266
14824;184
16134;184
184;20577
184;23356
184;24435
184;24579
185;4856
185;6737
185;9587
12756;185
13733;185
16987;185
185;19573
185;24059
185;24167
186;5295
186;9111
10664;186
12023;186
12039;186
12040;186
187;220
187;3577
187;7642
187;8348
10210;187
14196;187
187;19260
187;23878
187;24520
188;2478
188;2524
188;3195
188;4882
188;5442
188;6631
12515;188
15741;188
17954;188
188;19264
189;265
189;2844
189;4515
189;6643
11194;189
14393;189
14412;189
189;23373
190;2617
190;3724
190;9025
190;9434
10427;190
191;3925
14359;191
15389;191
16984;191
18228;191
191;22666
1699;192
192;9703
16062;192
16243;192
192;20011
192;23706
11321;193
13467;193
1601;194
194;2690
194;5182
194;6221
194;9582
10085;194
194;19957
194;22578
195;3449
195;4550
195;5415
195;8839
11522;195
13652;195
195;19920
195;23826
195;24082
1891;196
196;2438
196;5402
196;8120
11305;196
11709;196
13976;196
16787;196
17256;196
196;22963
1098;197
197;6317
197;7939
197;8387
197;9834
15245;197
18324;197
13748;198
19549;198
198;20127
198;20567
198;22591
198;24102
199;5231
199;5566
10657;199
13856;199
15602;199
17631;199
19573;199
200;2252
200;9383
10076;200
10779;200
11015;200
16645;200
19545;200
200;21398
200;24122
201;7553
10722;201
18724;201
201;20793
201;22350
201;22832
202;3660
202;4499
202;5344
202;9172
17765;202
19699;202
19786;202
20108;202
202;20789
202;22284
1054;203
1113;203
203;4527
203;7768
203;7931
203;9912
13152;203
18303;203
204;4754
204;7654
19841;204
20103;204
204;21093
204;21493
205;3894
205;5078
205;6142
205;8000
205;8306
205;9546
16429;205
18821;205
205;22655
206;2155
206;3267
206;3619
206;8101
14475;206
15494;206
206;21546
1496;207
207;9106
18522;207
19346;207
1883;208
208;9403
208;9910
10225;208
15193;208
17835;208
18509;208
18709;208
19667;208
208;23365
208;23516
1589;209
209;2690
209;4969
209;6348
209;9680
11548;209
14499;209
17058;209
209;21608
209;23508
209;24106
210;216
210;4773
210;5803
210;21505
211;6191
10588;211
14900;211
17319;211
18642;211
211;22698
212;435
212;2717
212;3435
212;3464
212;5294
212;5500
212;7138
10075;212
11287;212
15055;212
17094;212
17350;212
212;23349
212;23609
212;23976
212;24454
213;4000
213;5729
213;8272
13471;213
214;613
214;2929
214;5467
214;5995
214;7595
214;7919
17626;214
19754;214
214;22044
214;23044
215;783
215;2263
215;4705
215;7211
12449;215
215;21703
216;21904
216;23500
217;6676
11422;217
13802;217
15054;217
217;21845
217;23987
218;5381
218;7360
218;8578
15978;218
18736;218
19784;218
21332;218
21367;218
218;22199
219;6788
15633;219
17397;219
18211;219
18826;219
220;380
220;3016
220;4189
220;4832
220;4920
220;6010
220;6549
220;7875
16809;220
18088;220
20134;220
21885;220
221;681
221;770
221;2697
221;5434
221;9113
221;9266
221;22461
221;22929
221;23425
221;23916
222;6829
10587;222
222;23044
1041;223
223;4370
223;5261
223;7458
223;9822
15620;223
19404;223
19842;223
223;22475
223;22866
223;23036
224;2714
224;4094
224;5052
224;5885
13876;224
224;23807
225;2445
225;4022
11246;225
226;488
226;6245
11786;226
12162;226
17548;226
226;22918
227;880
227;4066
227;4328
227;8162
11620;227
17450;227
22622;227
228;4364
228;9981
10741;228
14005;228
17372;228
18130;228
21539;228
229;3854
229;4730
15206;229
19355;229
229;23301
230;3484
230;5337
230;8405
10620;230
13069;230
15288;230
16506;230
17679;230
231;4195
231;8673
231;9153
231;9901
11918;231
13323;231
14141;231
20562;231
20700;231
231;24355
232;5210
232;7941
232;8012
14541;232
16696;232
17851;232
21298;232
233;989
233;4599
233;8360
10045;233
18654;233
23207;233
1767;234
1807;234
13109;234
13656;234
19425;234
19938;234
1688;235
235;4611
235;6992
235;7043
235;8206
235;9477
10642;235
14205;235
14495;235
15123;235
15472;235
16682;235
236;2414
236;5145
236;9617
11625;236
13934;236
17054;236
1191;237
1538;237
237;2951
237;5547
237;6875
18380;237
238;369
238;909
14191;238
21577;238
1079;239
20776;239
240;561
1750;240
1985;240
240;8804
11592;240
14750;240
15808;240
241;4159
241;4976
241;8002
241;8149
242;852
242;4316
242;4799
242;7911
12955;242
16257;242
21369;242
23919;242
1747;243
1802;243
243;4470
243;4991
243;5129
14170;243
20089;243
20900;243
244;5531
12928;244
13175;244
14959;244
19641;244
245;2623
245;6865
12261;245
19895;245
22172;245
22397;245
246;3535
246;6547
246;8879
20326;246
22669;246
22728;246
22959;246
247;623
247;2759
247;3711
247;5054
247;6694
12791;247
248;740
249;4675
11844;249
12375;249
23288;249
23344;249
250;6027
250;8333
11689;250
251;980
1931;251
251;2876
251;7390
251;7926
251;8528
17075;251
17379;251
19939;251
2259;252
252;4249
252;7095
252;8157
252;9365
11387;252
14922;252
19241;252
24401;252
253;7423
253;8864
10014;253
21928;253
254;678
2269;254
254;3176
254;8890
11474;254
20351;254
255;730
255;3684
255;4620
255;4988
21045;255
23478;255
2388;256
256;2705
256;4071
256;4370
256;8973
10565;256
13735;256
257;855
257;3456
257;5067
257;5315
257;5868
257;7564
17762;257
1737;258
15999;258
20215;258
20610;258
20676;258
21707;258
2221;259
2515;259
259;6640
259;7329
259;9153
17955;259
21620;259
23598;259
260;8110
19777;260
20870;260
21726;260
261;5319
261;9426
14559;261
16293;261
18808;261
23011;261
24051;261
262;998
1126;262
262;3221
262;5147
262;9625
11299;262
12364;262
14573;262
18618;262
20292;262
22213;262
23357;262
263;4057
263;6764
263;6971
263;7547
263;8077
11340;263
19694;263
264;7936
12284;264
13655;264
18100;264
18107;264
18291;264
1502;265
265;4944
265;9141
10492;265
11800;265
12738;265
2312;266
266;6668
266;8261
266;9300
16962;266
17146;266
19485;266
22423;266
1963;267
267;4161
267;5065
267;6270
15240;267
17039;267
17119;267
19566;267
20996;267
268;2739
268;2954
268;6367
268;8433
11050;268
15494;268
18335;268
23406;268
2142;269
269;3690
269;4430
269;7864
10319;269
14059;269
17625;269
18744;269
270;274
270;4300
270;4376
270;5738
270;6402
10881;270
15820;270
16590;270
271;8862
11075;271
11818;271
13811;271
14972;271
16725;271
18141;271
21913;271
23348;271
272;3908
272;5854
272;6288
272;8322
10093;272
11340;272
13528;272
19457;272
20429;272
21820;272
12083;273
12325;273
16365;273
19908;273
19924;273
23048;273
1940;274
274;3665
274;7039
274;7363
14447;274
1254;275
275;6064
275;8416
11298;275
15805;275
15876;275
17636;275
17911;275
18544;275
20877;275
21307;275
2749;276
276;5115
276;6061
276;6188
276;8658
10641;276
11027;276
17762;276
20818;276
20938;276
14128;277
15902;277
16049;277
24533;277
24572;277
278;5057
16511;278
17059;278
17931;278
19497;278
20286;278
23049;278
23261;278
279;5620
279;6233
13091;279
13289;279
14054;279
17598;279
280;876
14447;280
17110;280
23210;280
281;448
281;4766
281;5106
281;5386
15445;281
24297;281
1507;282
282;4670
282;4944
282;8242
282;8496
12788;282
15233;282
22198;282
22413;282
23585;282
283;2948
12072;283
12154;283
13433;283
13505;283
16233;283
17372;283
19303;283
22869;283
22969;283
24452;283
2167;284
2803;284
284;4266
284;6298
284;8290
17265;284
285;4005
285;6865
285;7223
285;9031
13594;285
18100;285
18784;285
19403;285
2028;286
286;9632
13089;286
14770;286
15531;286
16291;286
17900;286
20741;286
20838;286
287;7289
10436;287
15503;287
17688;287
288;3152
288;5176
12657;288
15768;288
15961;288
16414;288
16571;288
19619;288
21410;288
289;6268
289;6383
289;6794
289;8104
289;8258
11636;289
13480;289
13505;289
13868;289
15599;289
24025;289
24308;289
1453;290
290;3487
290;5144
290;9033
14502;290
15102;290
18453;290
20538;290
291;3053
291;8530
291;8679
291;9779
16147;291
20635;291
21777;291
292;5015
292;5750
17129;292
19651;292
22020;292
22026;292
22237;292
22423;292
24539;292
24632;292
1635;293
2801;293
293;7763
12243;293
18094;293
18199;293
22328;293
15114;294
16227;294
2703;295
295;3504
295;6512
295;6895
11072;295
13021;295
14957;295
16439;295
17730;295
21411;295
296;857
296;9005
296;9844
10214;296
10989;296
13932;296
14634;296
19973;296
297;7135
15345;297
16975;297
18279;297
20319;297
298;896
298;3491
298;6850
298;6985
12603;298
16042;298
16429;298
19611;298
299;459
299;3481
299;4456
299;7845
11329;299
14030;299
14733;299
14771;299
14800;299
14807;299
15614;299
20354;299
1225;300
12569;300
16688;300
16950;300
18980;300
20308;300
20887;300
24052;300
1032;301
301;5066
12778;301
13347;301
14256;301
18212;301
19478;301
20532;301
20795;301
1704;302
302;6877
302;6995
14540;302
14818;302
20026;302
21191;302
21771;302
303;5773
303;9151
19820;303
22810;303
304;8973
12577;304
14377;304
17047;304
20273;304
21004;304
21387;304
1458;305
1532;305
305;5386
305;9692
13230;305
13990;305
20038;305
22773;305
23794;305
306;676
1758;306
306;3140
306;5788
306;6231
11173;306
13362;306
16385;306
17319;306
18987;306
19948;306
20837;306
24415;306
24622;306
1629;307
2544;307
307;7058
307;9452
11509;307
12197;307
13013;307
17884;307
21598;307
23329;307
1008;308
1965;308
2663;308
308;3904
2293;309
2933;309
309;6431
10025;309
10233;309
11175;309
12077;309
16880;309
18101;309
2295;310
310;3304
310;7710
19061;310
21854;310
311;3930
311;7395
311;9641
311;9878
10806;311
12844;311
12917;311
13420;311
13870;311
16569;311
19494;311
20648;311
21138;311
2895;312
312;4222
312;5450
312;9304
14012;312
22487;312
23851;312
313;6439
313;8523
12333;313
12740;313
17102;313
17634;313
17925;313
23807;313
314;9332
12441;314
13443;314
17104;314
20141;314
21056;314
21282;314
315;3668
14723;315
16649;315
18435;315
19262;315
20747;315
316;4908
316;8209
316;9722
10705;316
14918;316
16768;316
22382;316
317;4342
11950;317
14010;317
16466;317
318;4040
12250;318
13483;318
13887;318
319;892
10593;319
13163;319
13227;319
17289;319
17479;319
19171;319
20026;319
2048;320
320;3838
11176;320
12216;320
14935;320
15138;320
17696;320
18906;320
19677;320
21855;320
321;4020
321;8116
14018;321
14770;321
15507;321
23181;321
23511;321
1208;322
322;3523
10605;322
12178;322
13087;322
13205;322
15718;322
20671;322
12719;323
21362;323
324;4929
324;6508
324;7347
12922;324
1003;325
325;3679
325;4078
325;9042
10936;325
21918;325
23516;325
23804;325
1894;326
3229;326
10374;326
11323;326
21247;326
22158;326
23351;326
1388;327
3000;327
327;4086
327;4129
327;4528
327;5412
327;6076
327;7074
327;9192
12096;327
14226;327
15199;327
17822;327
18577;327
20873;327
22509;327
23228;327
2036;328
328;3313
328;8037
12625;328
14074;328
17068;328
19031;328
21305;328
329;445
329;5322
329;9892
10138;329
18709;329
20667;329
21530;329
24320;329
13052;330
16712;330
331;4433
331;4861
331;7262
331;7762
331;9263
11597;331
19874;331
20041;331
22150;331
23068;331
332;4970
11141;332
20385;332
1891;333
333;5682
333;5808
333;8179
11062;333
13959;333
16843;333
20185;333
23224;333
1166;334
334;4562
334;6484
10194;334
335;758
335;3504
335;5757
335;6507
335;8978
335;9593
11666;335
13104;335
1604;336
2223;336
336;6101
336;6620
336;6784
12026;336
14382;336
15117;336
17656;336
20525;336
22693;336
337;883
1335;337
2492;337
337;6635
12539;337
15878;337
16879;337
19184;337
19235;337
19663;337
22555;337
338;4048
338;6284
12481;338
21000;338
1295;339
2402;339
339;6287
339;9506
11938;339
19935;339
20064;339
1168;340
1315;340
3262;340
340;7980
10565;340
11057;340
12096;340
13316;340
23310;340
341;371
341;6894
341;7473
341;9231
10376;341
11393;341
12219;341
12323;341
15634;341
19947;341
1742;342
342;8095
14882;342
22276;342
343;528
3108;343
343;8231
13452;343
15544;343
19715;343
20588;343
22137;343
10451;344
11226;344
18015;344
19930;344
20177;344
21816;344
23799;344
10782;345
10918;345
13565;345
20089;345
20360;345
23697;345
24164;345
2162;346
346;7233
346;9407
11894;346
12855;346
347;884
2350;347
12930;347
19993;347
20037;347
20184;347
20755;347
21914;347
348;597
348;5600
348;6888
13634;348
20631;348
349;5343
349;7942
349;8241
11293;349
16831;349
23925;349
24648;349
1371;350
2326;350
11156;350
11170;350
12960;350
16995;350
22437;350
351;966
351;9984
10852;351
11555;351
15794;351
19074;351
19374;351
19453;351
22292;351
22589;351
23951;351
3138;352
18386;352
19015;352
19883;352
24098;352
2850;353
353;3934
353;5477
353;7648
353;8232
16519;353
20142;353
22852;353
23108;353
23764;353
24133;353
24230;353
354;7526
354;9308
12243;354
21648;354
24212;354
1806;355
15120;355
15441;355
21527;355
22366;355
356;5422
356;5631
356;5923
10839;356
15960;356
16483;356
19007;356
19858;356
22699;356
24203;356
1655;357
1854;357
357;5576
357;9484
12291;357
12382;357
12614;357
16322;357
21364;357
22432;357
23335;357
23482;357
24069;357
358;7821
12210;358
12469;358
15374;358
20149;358
359;850
2799;359
359;5553
14082;359
15891;359
18014;359
21006;359
21102;359
24031;359
24298;359
360;911
15414;360
24087;360
361;8708
13954;361
19296;361
3007;362
362;5094
11262;362
13242;362
14009;362
17980;362
21499;362
23764;362
363;9735
11927;363
12749;363
17423;363
22848;363
1825;364
2163;364
364;6561
15113;364
16052;364
20076;364
24461;364
365;6966
12996;365
16237;365
18673;365
19352;365
1843;366
366;7267
11024;366
11599;366
24361;366
367;463
367;5197
14862;367
2963;368
368;5891
10070;368
10505;368
11551;368
12219;368
16452;368
19423;368
19538;368
19626;368
20906;368
21007;368
1053;369
2837;369
369;5929
369;9753
14536;369
14840;369
17252;369
17912;369
18517;369
22638;369
370;833
370;921
3376;370
3514;370
370;5145
370;6668
370;6899
370;7543
370;9986
13605;370
14527;370
14576;370
15679;370
16456;370
371;5852
371;6736
371;9338
10418;371
14704;371
16352;371
372;670
372;8283
372;9762
21351;372
21628;372
21649;372
2584;373
2887;373
3066;373
373;3791
373;5233
373;7943
11154;373
11242;373
12139;373
14656;373
15412;373
23350;373
374;6967
374;9916
15153;374
15968;374
16677;374
21370;374
23649;374
3199;375
375;4725
375;7719
375;8628
12265;375
12334;375
15880;375
16055;375
17096;375
