source;target
8;9685
11917;8
12522;8
18175;8
20047;8
21312;8
22484;8
22800;8
15322;9328
24426;9328
7785;9328
5387;9328
1358;9685
7373;9685
14326;9685
24231;9685
19544;9685
16853;9685
11917;24572
11917;17970
11917;19391
11917;15363
11917;20070
11917;5714
11917;7597
11917;6562
11917;16650
11917;12767
11917;19941
11917;3082
11917;3859
11917;19203
12522;19329
12522;15546
12522;15307
12522;24012
12522;23102
10599;12522
12522;21928
12522;17034
12522;5590
12522;22168
18175;19969
18175;24259
18175;7355
18175;9093
17989;18175
18175;7007
18175;20043
18175;7701
20047;2882
10535;20047
20047;22572
20047;21266
20047;3902
13923;21312
21312;7869
21312;4720
21312;2321
21312;4692
20457;21312
12053;21312
14541;21312
21312;4903
21312;21436
15579;22484
22484;608
15905;22484
20946;22484
18416;22484
10016;22484
22484;6070
18172;22484
22484;9476
22484;8802
21989;22800
22800;9663
22800;9718
22800;8446
1822;9
3829;9
4573;9
7379;9
14959;9
17856;9
18396;9
21565;9
24305;9
24391;9
1822;21205
11906;1822
1822;850
11572;1822
1822;4063
1822;5870
1822;7388
10834;1822
14787;1822
15019;1822
1822;20469
1822;21883
1822;23285
1822;24143
14580;3829
13064;3829
12150;3829
3829;7248
20202;3829
18153;3829
15477;3829
15921;3829
18135;3829
22703;3829
13549;4573
22761;4573
2575;4573
4573;7029
4573;9417
23001;4573
24200;4573
13075;7379
15851;7379
24428;7379
14829;7379
21527;7379
17485;7379
21728;7379
14959;6681
14959;5865
13542;14959
14959;16225
10193;14959
17856;2833
17856;5025
17856;24306
14937;17856
17856;24539
18396;7107
18396;24490
1706;18396
18396;6033
17328;18396
14591;18396
13893;18396
18396;19764
12632;18396
20539;21565
21565;3132
18784;21565
13799;21565
21565;9456
10407;21565
21565;21674
21565;6410
17650;24305
19458;24305
12126;24305
24305;4852
24305;5837
17904;24305
16277;24305
24391;791
12376;24391
12362;24391
10;2097
10;3368
10;4822
10;7149
10;8493
10;13075
10;14034
10;16641
10;19413
10;21326
14981;2097
2097;9265
2097;9176
3368;8669
2561;3368
12846;3368
3368;5998
10177;3368
11461;3368
4727;4822
4822;5088
18779;4822
4822;9398
17322;7149
15998;7149
20708;7149
12824;7149
16704;7149
15132;7149
17757;7149
7149;9269
17076;8493
12326;8493
5989;8493
16681;8493
11412;8493
23129;8493
8493;9945
23668;8493
20717;8493
13075;1723
13075;3226
13075;22527
13075;14633
13075;20109
13075;6167
14034;254
14034;8536
14034;2806
14034;19171
12838;14034
14034;22493
14034;23267
16641;18127
16641;8445
10346;16641
16641;2577
16641;20537
16641;17355
16641;2445
16641;3560
16641;7030
19413;22085
10463;19413
1054;19413
18433;19413
19413;21416
10592;19413
19135;19413
19359;21326
19387;21326
13435;21326
20847;21326
21326;24625
21326;22669
20663;21326
21326;23452
11;2572
11;3041
11;4403
11;7229
11;9342
10507;11
11;13694
11;17318
11;19561
11;24348
2572;752
24094;2572
15819;2572
12188;2572
19663;2572
15326;3041
3041;4595
3041;4302
3041;9190
2844;3041
3041;7349
3041;9531
22382;3041
22600;3041
347;4403
12452;4403
4403;8439
4403;4863
17124;4403
7229;7514
219;7229
5972;7229
13353;7229
22965;7229
10070;7229
3258;9342
1695;9342
19041;9342
8889;9342
10507;4080
10507;21422
10507;1783
10507;3203
10507;17708
10507;16466
10507;7693
10507;18568
13694;5341
13694;7538
13694;1426
11180;13694
13694;9048
13694;21195
17318;6050
1466;17318
17318;17744
17318;20331
17318;22552
17318;7137
19561;48
14618;19561
1437;19561
19561;9841
19561;9182
18747;19561
19561;6102
19561;5607
11203;24348
24348;4149
17800;24348
21237;24348
11402;24348
13018;24348
20276;24348
20245;24348
12;4707
12;9986
10745;12
12;13398
12;14290
12;14520
12;15969
12;16082
12;17567
12;20415
12;22166
12;23538
12;24381
10789;4707
16104;4707
23105;4707
4071;4707
4707;8804
10056;4707
20481;4707
4707;5487
4707;7172
4707;9148
22992;4707
11046;9986
16004;9986
6546;9986
14932;9986
22195;9986
17041;9986
23975;9986
10745;10933
10745;12966
10745;21699
10745;2768
10745;3442
10217;10745
10745;15338
10745;17649
13398;20281
13398;14562
13398;442
13398;824
13398;938
13398;4697
13398;14535
13398;16968
13398;22007
13398;16966
13398;19185
14290;16970
14290;21978
14290;2280
14290;2501
14290;23444
14290;15114
14520;23251
14520;965
14520;23156
14520;973
14520;22397
14520;15957
14520;9144
12464;15969
1126;15969
15969;16367
15969;22380
15969;8730
15969;20871
14531;15969
15969;19539
15969;9267
16082;17427
16082;21895
16082;17996
17567;6990
10281;17567
16066;17567
17567;23637
17567;3188
17392;17567
17567;19321
10952;17567
13549;20415
11019;20415
11789;20415
1598;20415
20309;20415
20415;6636
17691;20415
11194;20415
17783;20415
11507;20415
22166;9532
22166;22269
22166;22569
22166;3268
22166;2529
19523;22166
16022;22166
22166;2458
22166;4780
22166;5843
22166;23450
16695;22166
225;23538
23538;881
22438;23538
20386;23538
17697;23538
11492;23538
18370;24381
24381;8596
20335;24381
17300;24381
24381;9517
11182;24381
24096;24381
24381;7426
11799;24381
24381;9728
13;6250
13;9035
13;18435
13;19113
13;23502
13;24290
135;6250
456;6250
17942;6250
19326;6250
17673;6250
3094;6250
11918;6250
17196;9035
19215;9035
3025;9035
4559;9035
12254;9035
18435;22296
1259;18435
11263;18435
18435;6037
18021;18435
19113;3587
19113;3329
19113;6987
19113;7116
10227;19113
23502;6912
21112;23502
23502;8199
19813;23502
12108;23502
12834;23502
23079;23502
13300;23502
21593;23502
10162;23502
17293;23502
24290;8494
12186;24290
22105;24290
21745;24290
22508;24290
12558;24290
114;14
14;4941
14;5268
14;7455
14;15214
14;19401
14;22262
114;696
10622;114
114;13733
114;16610
114;16809
4941;8403
1208;4941
11209;4941
10258;4941
16047;4941
15710;5268
22782;5268
16121;5268
1772;7455
22373;7455
21510;7455
7455;8101
6461;7455
11264;7455
23648;7455
15214;5351
15214;8454
15214;16704
15214;20899
15214;2971
15214;20602
15214;6713
14028;15214
15214;19361
164;19401
10997;19401
19401;20454
19401;2520
19401;6473
19401;19855
14584;19401
19401;5029
19401;22875
19401;6092
19401;7427
13225;22262
15417;22262
1495;22262
18121;22262
22262;22587
22262;9658
15258;22262
19022;22262
15;24379
18755;24379
24379;7170
24379;3139
23678;24379
16;7456
16;8990
16;9350
10297;16
16;19569
16;20611
16;23251
16;23326
13843;7456
4646;7456
19328;7456
22193;7456
22234;7456
13200;7456
16330;7456
19311;7456
16521;7456
23271;7456
21937;7456
3530;7456
23384;7456
8990;9130
13582;8990
8990;9050
14321;8990
24175;8990
3507;8990
5364;8990
24488;8990
18279;8990
20007;8990
311;9350
9350;9373
5598;9350
14579;9350
8918;9350
13218;9350
10297;20930
10297;12147
10297;15870
10297;19393
10297;22733
10297;19831
19569;2543
14379;19569
19569;20388
19569;7401
19569;8137
19569;2940
13239;20611
11681;20611
20611;8050
20611;21344
14835;20611
12954;20611
12887;20611
19119;23251
14211;23251
18689;23251
10077;23251
21468;23251
22586;23251
23251;6541
14869;23251
22092;23251
23326;95
20581;23326
21337;23326
13177;23326
17;3076
17;4781
17;6107
11464;17
17;17869
17;19313
17;22048
17;24041
17775;3076
1328;3076
24466;3076
2402;3076
18549;3076
15613;4781
20595;4781
24202;4781
3436;4781
10702;4781
3433;4781
17335;4781
17022;4781
3004;6107
4344;6107
19225;6107
20312;6107
17720;6107
16217;6107
11464;12266
11464;2717
11464;7294
11464;14058
17869;7826
17869;7454
17869;18562
17869;20431
17869;9690
13939;17869
17869;5835
12876;19313
13126;19313
10463;19313
19313;21966
19313;20932
19313;3545
11021;19313
19313;20279
19313;23676
11336;22048
21037;22048
15147;22048
1267;22048
22048;2419
18349;22048
22048;2562
22048;4316
20484;22048
24041;91
20603;24041
13906;24041
24041;24548
23945;24041
18;1957
18;3597
18;4772
18;8957
13955;18
14301;18
14564;18
15462;18
18;20969
18;23315
18;23748
1957;21901
1957;2567
11016;1957
1957;20462
1957;21757
1957;22634
11120;3597
3597;5319
3574;3597
12364;3597
2399;3597
20807;3597
4772;9384
10539;4772
13221;4772
4772;9997
17171;4772
4772;9779
4772;8721
15026;8957
8001;8957
13955;3661
13955;4475
13955;8951
12761;13955
13955;9584
13955;23771
13955;18708
13955;9110
13955;3507
13955;17978
13955;14112
14301;18755
14301;9461
14301;21353
11731;14564
14564;620
14564;23312
14564;2266
12482;14564
14564;8742
14564;18922
15462;8494
1446;15462
15462;6865
15462;20983
15462;8049
15462;21611
11239;15462
15252;15462
17012;20969
20969;7508
12934;20969
20969;2695
20969;21806
20969;6653
20969;6508
18647;20969
11106;23315
10114;23315
17324;23315
23315;8872
13109;23315
23315;6517
23315;7515
17720;23315
17785;23315
21449;23315
12284;23315
22176;23315
1790;23748
23527;23748
23748;23885
12611;23748
22535;23748
18006;23748
13980;23748
19;5100
19;7414
19;8975
11841;19
13419;19
13480;19
5100;9873
2702;5100
24309;5100
24556;5100
2364;7414
10949;7414
2889;7414
13094;7414
5016;7414
2361;7414
11828;7414
5169;7414
16501;8975
21198;8975
18641;8975
7074;8975
3874;8975
13667;8975
21687;8975
11841;93
11841;6784
11841;4137
11841;14657
11841;14446
11841;20864
11841;17956
11841;21431
13419;7953
13419;13506
13419;2251
13419;19326
13419;14066
13419;24607
13419;1540
13419;6094
12633;13419
13480;23201
11493;13480
13480;4808
13480;3254
13480;8337
13480;9344
13480;22876
13480;20718
20;53
20;4867
20;7307
11955;20
14473;20
14995;20
16862;20
17359;20
19802;20
1858;53
2297;53
15009;53
17214;53
23824;53
4867;7257
1108;4867
18140;4867
18615;4867
19865;4867
13899;7307
20605;7307
21348;7307
23648;7307
23832;7307
11955;8718
11515;11955
11955;1515
10265;11955
11955;12476
10149;14473
12664;14473
14473;5751
14473;22648
14473;18288
14995;17601
14995;9901
14995;7003
16862;9785
1427;16862
11621;16862
16862;18852
16862;17132
14820;16862
10333;16862
11889;17359
17359;22503
17359;5778
12692;17359
19802;3244
19802;2382
10093;19802
11367;19802
19802;8045
21;3452
21;4030
21;8244
3452;4366
18387;3452
24232;3452
3452;4700
23785;3452
3452;6263
3452;7362
3452;7966
21161;3452
17960;4030
17711;4030
1201;4030
4030;6433
11451;4030
11236;4030
11279;8244
12733;8244
2056;8244
3066;8244
8244;9965
3689;8244
8085;8244
5400;8244
22;547
22;990
1075;22
11053;22
13216;22
15873;22
18451;22
1037;547
547;5589
547;5759
547;6628
547;6969
547;7652
17288;547
18528;547
18796;547
23078;547
10940;990
22438;990
1075;15705
1075;780
1075;15381
1075;3339
1075;5321
1075;5745
1075;9602
1075;11389
1075;18497
1075;18968
1075;24014
1075;24478
11053;3063
11053;21763
11053;8042
11053;9281
11053;17208
11053;4368
11053;12208
11053;3313
11053;20295
11053;7276
13216;1472
1122;13216
13216;2090
13216;21152
13216;20685
15873;6705
14362;15873
15873;5376
15873;20821
15873;9458
15873;16175
15873;818
15358;15873
15873;24269
14039;15873
11195;18451
18451;24361
12862;18451
18451;21918
12047;18451
18451;22908
18451;22431
2184;23
23;4077
23;5881
14080;23
2184;8201
14871;2184
13350;2184
2184;2667
21191;2184
2184;6927
2184;7060
17606;2184
18970;2184
20179;2184
11459;4077
16474;4077
4077;5313
15864;4077
13564;4077
4077;8036
4077;6234
4077;6676
4077;8901
16390;4077
18610;4077
19893;4077
14575;5881
22572;5881
5881;9838
5881;8386
13567;5881
23486;5881
21841;5881
14080;14610
14080;23078
14080;7963
1085;14080
14080;17304
14080;17531
14080;2860
14080;20963
14080;20598
14080;9420
14080;20569
24;3283
24;9054
12011;24
14055;24
15713;24
16208;24
16245;24
19461;24
257;3283
3283;5617
19329;3283
3283;9962
15731;3283
10536;3283
20202;3283
20522;3283
23708;3283
23628;9054
22815;9054
15694;9054
12011;20283
12011;19837
12011;12183
12011;22417
12011;14791
12011;19505
12011;24590
14055;9219
14055;3003
14055;6417
14055;4266
15713;5236
15713;16549
14278;15713
15713;18797
15713;6793
10565;15713
11116;15713
12675;15713
15713;16675
16208;6633
16208;18698
16208;20964
16208;23140
16208;3132
16208;18722
16208;16728
16208;5823
13718;16208
14259;16208
13063;16208
10646;16208
16245;5358
16245;17185
11559;16245
10804;16245
16245;21642
18295;19461
1566;19461
19461;23272
13584;19461
19461;5304
19461;7317
19290;19461
25;3157
25;6226
25;6513
25;8766
25;8772
16094;25
16541;25
17775;25
19462;25
1606;3157
3157;730
3157;3232
12738;3157
13917;3157
19007;3157
3157;7061
3157;7134
3157;7167
20433;6226
21423;6226
6226;916
6226;8595
23253;6226
19201;6226
330;6513
6513;8906
5301;6513
2801;8766
8766;948
23892;8766
22171;8766
19447;8766
8172;8766
15607;8766
4132;8766
16859;8766
10654;8766
5480;8772
13555;8772
18987;8772
23515;8772
7917;8772
15495;8772
10213;8772
8772;9562
1282;16094
16094;6798
16094;23313
10809;16094
16094;16437
16094;2478
11075;16541
16541;3226
16541;19396
16541;16767
16541;21396
11801;16541
10838;16541
11501;16541
16541;24016
10796;17775
17775;19883
13367;17775
17775;9478
17775;7564
17775;4883
11695;17775
19462;4775
19462;3389
19462;8509
10670;19462
15639;19462
18299;19462
1946;26
26;3871
26;7107
10126;26
11831;26
18303;26
23292;26
12676;1946
18194;1946
1946;7269
1946;6807
10189;1946
1946;20671
1946;23965
3871;6827
24530;3871
14054;3871
23004;3871
1714;3871
1922;3871
2304;3871
3871;5150
11812;3871
23827;7107
3817;7107
1526;7107
16284;7107
2956;7107
18374;7107
10126;23468
10126;12881
10126;15311
10126;8263
10126;888
10126;23263
10126;5124
10126;15003
11831;21787
11831;22320
11831;21935
11831;16111
11831;20056
11831;19188
11831;4115
10990;18303
18303;365
18303;3091
15893;18303
17705;18303
1553;18303
14093;18303
18303;3904
18303;4427
18303;24627
18303;20161
23292;9853
1435;23292
23135;23292
23292;6697
18128;23292
10998;23292
21515;23292
27;6072
21009;27
21554;27
1664;6072
14357;6072
15058;6072
23994;6072
6072;8118
11089;6072
13160;6072
14935;6072
6072;7421
13966;6072
15292;6072
11636;21009
21009;22979
21009;3921
21009;3949
21009;6330
19695;21009
21009;6146
21554;24506
21554;2901
15210;21554
21554;3293
21554;8297
11603;21554
21554;24556
21279;21554
17723;21554
1909;28
28;5634
28;6120
28;8276
10537;28
11340;28
14782;28
15795;28
18025;28
18952;28
23430;28
14491;1909
1909;8421
15984;1909
1909;9955
1909;4593
1909;20864
1909;23907
5634;76
164;5634
13405;5634
24011;5634
16393;5634
5634;7496
6120;92
23993;6120
13171;6120
12327;6120
4546;6120
13782;6120
16286;6120
6120;7384
22578;6120
22201;6120
14708;6120
18666;6120
15137;8276
2378;8276
3081;8276
16604;8276
3835;8276
5356;8276
20426;8276
11110;8276
11556;8276
10537;148
10537;4528
10537;6033
10537;16406
10537;22605
10537;17078
11340;7413
11340;23067
11340;22920
11340;17220
11340;19419
13518;14782
14782;15952
14782;3378
14782;2803
14782;649
1190;14782
11756;14782
11351;14782
13378;14782
14782;20819
14782;5050
11360;15795
15795;17659
13161;15795
18025;21545
18025;284
18025;312
18025;22691
18025;23288
15884;18025
18025;18904
18025;23173
18952;22064
12469;18952
18952;2570
15765;18952
13771;18952
18952;3925
18952;21092
18952;5658
18952;20347
23430;8813
23430;23914
23430;8326
23430;3397
23430;7542
10632;23430
23430;5790
23430;7864
15626;23430
20905;23430
29;534
29;3710
29;9330
29;9415
11835;29
13239;29
14010;29
15348;29
20765;29
20953;29
22948;29
22046;534
5028;534
16219;534
18787;534
19781;534
21531;534
18825;3710
1674;3710
14462;3710
3710;8593
3710;8672
2661;3710
3710;9686
19758;3710
13628;3710
9091;9330
1903;9330
12381;9330
2487;9330
2638;9330
2707;9330
5797;9330
8182;9330
23976;9330
22181;9415
2475;9415
17622;9415
23874;9415
2728;9415
8084;9415
1221;9415
9415;9820
1863;9415
11233;9415
2374;9415
7812;9415
20866;9415
11835;17982
11835;11971
11835;23003
11835;3167
11835;5093
11835;6800
10472;11835
11835;15070
11835;20541
11835;8910
11835;8959
11835;14296
11835;12640
13239;216
13239;17599
13239;1640
13239;18753
13239;4423
13239;9457
13239;8140
13239;17409
11138;13239
14010;21175
13155;14010
14010;22497
14010;6987
14010;16667
15348;4600
11071;15348
12061;15348
15348;19126
15348;16588
15348;16545
17755;20765
1686;20765
20765;24496
15088;20765
20765;4938
20765;22296
20765;22500
17898;20765
20728;20765
20765;23642
14158;20765
20765;7218
20765;22982
20953;7869
20953;7623
20953;8698
18076;20953
16071;20953
20953;5933
11076;20953
16401;20953
20953;7680
20953;7509
22948;3430
22948;24058
1368;22948
22031;22948
18890;22948
22948;9835
30;603
30;796
1723;30
2401;30
30;5561
30;9706
10573;30
10651;30
18001;30
11085;603
2959;603
3681;603
12483;603
16633;603
1518;796
22510;796
21375;796
1264;796
1785;796
4156;796
7928;796
796;8932
11102;796
20757;796
21811;796
21854;796
22220;796
1723;9819
1723;4770
16532;1723
1723;2875
1441;1723
1723;2268
12275;1723
1723;23519
2401;9516
10765;2401
2401;3145
12719;2401
18748;2401
4824;5561
4355;5561
15316;5561
7085;9706
4658;9706
4129;9706
12823;9706
11667;9706
13210;9706
14908;9706
5419;9706
13847;9706
10573;9552
10573;9626
10573;19105
10573;4070
10573;14374
10573;19837
10573;17995
10573;19759
10573;3149
10573;19024
10573;16570
10651;3153
10651;204
10651;3646
10651;7889
10651;3138
10651;23171
10651;12622
10651;4263
10651;21667
10651;22998
10651;21838
18001;22557
18001;18270
18001;3847
31;4496
31;4824
31;6857
10616;31
11659;31
12032;31
4496;7344
4496;7283
10617;4496
1842;4496
3405;4496
10557;4496
17458;4496
23204;4496
4824;9087
15333;4824
11551;4824
4274;4824
3124;6857
6857;7639
1232;6857
3750;6857
22919;6857
19551;6857
6857;8935
18906;6857
10616;9525
10616;15695
10616;16478
10616;685
10616;11069
10616;9902
10616;6251
10616;24035
10616;23225
10616;17200
11659;20483
11659;24567
12032;22926
12032;18985
12032;21127
12032;12139
12032;15931
12032;4883
12032;17478
2092;32
3113;32
32;3257
12156;32
15966;32
19043;32
19502;32
20924;32
24197;32
2092;7454
2092;21363
2092;4664
2092;8554
2092;8857
10472;2092
15052;2092
3113;352
3113;8274
3113;5106
23446;3113
3113;4232
10660;3113
18812;3113
196;3257
11220;3257
1289;3257
3257;3604
17035;3257
3257;5642
3257;3694
11787;3257
12156;1939
12156;374
12156;5832
12156;24400
12156;6114
12156;22056
12156;8706
12156;12340
12156;13365
15966;24446
15966;6082
10198;15966
15966;6085
15247;15966
15966;4299
17809;19043
19043;414
19043;24481
19043;23798
19043;2563
19043;7337
14243;19043
19043;8528
13273;19043
12720;19502
19502;4542
19502;23060
1901;19502
19502;3372
11815;19502
13292;19502
10963;19502
17093;20924
1995;20924
20924;974
10867;20924
10052;20924
20924;8701
12778;20924
18041;20924
13807;20924
23680;24197
24197;6864
12405;24197
24197;3288
12214;24197
17439;24197
2908;33
33;4186
33;7953
11475;33
14450;33
19726;33
20816;33
21848;33
24472;33
13247;2908
12212;2908
13957;2908
2447;2908
2908;6710
2908;5316
2908;8382
4186;7919
4186;6392
4186;6086
4146;4186
4186;892
2226;4186
1266;4186
16538;4186
22392;4186
3717;4186
20836;4186
12106;4186
7953;9494
13255;7953
19911;7953
2568;7953
17397;7953
14392;7953
13776;7953
23450;7953
16024;7953
11475;115
11475;2490
11475;20139
11475;3037
11475;9993
11475;2810
11475;15206
11475;16320
14450;2356
14450;4074
14450;5205
14450;7448
14450;9056
14450;5859
14450;23457
132;19726
18777;19726
19726;3421
18524;19726
19726;9772
10659;19726
18280;20816
20816;5629
20816;3879
13100;20816
20816;5600
19065;20816
20816;23482
17417;21848
10098;21848
18786;21848
21848;9619
21848;5043
21848;22847
21848;9009
24472;7811
24472;5507
19107;24472
12564;24472
24472;7501
19783;24472
34;756
34;3837
34;5907
10394;34
11944;34
13413;34
13912;34
18127;34
18295;34
20623;34
10041;756
19765;756
21437;756
4001;756
756;8627
11517;756
16101;756
19082;756
23632;756
24296;756
3837;890
2740;3837
2398;3837
2465;3837
3530;3837
3837;5619
17302;3837
11660;3837
23337;3837
23998;5907
5907;8612
20692;5907
3297;5907
2249;5907
16352;5907
4135;5907
5907;8011
10394;23656
10394;2873
10394;2224
10394;10817
10394;4297
10394;15644
10394;14879
10394;22895
10394;10511
10394;19882
11944;7822
11892;11944
11944;15076
11944;18926
13912;8420
13912;7699
13912;22012
12819;13912
13912;15935
13912;15090
13912;14443
18127;8027
13818;18127
18127;21028
18127;1902
18295;289
18295;6075
1441;18295
18295;3035
18295;19911
18295;9737
11040;18295
12579;18295
18295;8300
20623;3356
20623;691
12069;20623
13652;20623
14844;20623
20623;6545
20623;2244
10950;20623
20623;3662
20623;21262
19380;20623
322;35
35;637
35;8419
21194;35
14565;322
322;986
322;4322
322;6377
322;6592
322;8621
322;9603
322;9843
21193;322
23793;322
24102;322
637;6877
11823;637
12182;637
3092;8419
10422;8419
22488;8419
5774;8419
17231;8419
4563;8419
17453;8419
6298;8419
21194;4153
12642;21194
21194;9305
21194;2336
21194;4553
21194;23208
18592;21194
21194;21500
36;7490
36;9532
16045;36
19717;36
20809;36
21795;36
23833;36
17142;7490
19310;7490
2871;7490
7490;9234
17538;7490
12674;7490
12476;7490
18662;7490
857;9532
1411;9532
1530;9532
7846;9532
15268;9532
16627;9532
22440;9532
18733;9532
12334;16045
16045;9592
16045;23580
16045;19709
16045;1702
14914;16045
11919;16045
16045;18023
14858;19717
19717;8978
19717;20565
18036;19717
18233;19717
19717;7985
19717;5776
10928;20809
1189;20809
1499;20809
10811;20809
20809;2408
11836;20809
20809;8983
14674;21795
20357;21795
