source;target
66031;74347
70996;74997
70996;72742
68310;70996
70996;75089
65822;70996
70996;73817
73463;74757
73463;74777
73463;73870
72165;73463
73463;75023
65919;73463
72797;73463
69039;73463
72089;73463
68207;73463
68348;73463
73463;74851
67403;74775
70616;74775
66908;74775
72563;74775
64707;65898
64707;73278
64728;65898
65898;73186
65898;67808
65898;68129
65898;68853
65898;74751
69252;73278
66424;73278
68831;73278
73278;75220
73278;74755
69191;73278
73050;73278
64708;65718
64708;73362
64708;74134
65718;69428
65718;67027
65546;73362
70326;73362
70125;73362
66254;73362
73362;73475
69202;74134
73968;74134
66908;74134
73585;74134
72015;74134
72643;74134
64709;68292
64709;72483
68215;68292
68292;70720
69070;72483
64710;64864
64710;65304
64710;67445
64710;68317
64710;70540
64710;73704
64710;75379
64864;65747
64864;70068
65304;73345
65304;73743
65304;74191
67445;74326
66350;67445
66184;67445
66986;67445
67445;69643
67445;71344
67445;73647
68317;72630
65278;68317
66396;68317
68317;71192
68317;69061
66729;70540
70034;70540
67295;70540
66048;70540
67582;70540
70540;73622
68368;73704
65868;73704
71276;73704
73512;73704
73647;73704
68429;73704
69315;73704
68980;75379
72893;75379
67460;75379
74524;75379
64711;64728
64711;66443
64711;67625
64711;68269
64711;68565
64711;73518
64711;73546
64711;73738
64711;75279
64728;65941
64728;67990
64728;68476
64728;69431
64728;69757
64728;70556
64728;71161
64728;71356
64728;72216
64760;66443
66443;70064
66443;71220
65554;66443
65605;66443
66443;69815
66443;68930
66443;71407
66443;73936
67625;67685
67625;70118
67625;70617
67625;71812
68269;71018
68269;72714
68269;70308
68269;70478
66121;68565
68565;73262
68565;74662
68099;68565
69497;73518
73251;73518
72746;73546
73546;74133
70367;73738
71477;73738
67467;75279
65069;75279
65794;75279
72795;75279
67358;75279
70332;75279
64712;67285
64712;71006
65284;71006
65305;71006
69448;71006
66462;71006
69090;71006
68065;71006
64713;65192
64713;65900
64713;66660
64713;66742
64713;68538
64713;70286
64713;70453
64713;72018
64713;72573
64713;73798
64713;74516
64713;74588
64713;74979
65192;69083
65192;70666
65192;74132
65192;74358
65900;72460
65900;69675
65900;67682
65900;68419
65900;68440
65900;74073
66660;70487
66660;72472
66660;70876
66660;72003
66742;68617
66742;75339
65338;66742
66135;66742
68538;73619
68538;69038
67804;68538
67652;68538
68479;68538
68538;75139
70286;73967
70286;75413
70224;70286
68358;70286
70286;70564
70286;75124
70453;70928
70453;71133
67930;70453
66686;70453
66373;70453
70453;74171
67864;70453
70453;74236
65107;72018
70024;72018
72018;72550
70750;72018
66536;72018
69941;72018
69784;72573
70368;72573
70547;72573
72444;72573
70066;72573
72199;72573
72557;73798
67500;73798
68360;73798
66846;73798
70288;73798
73199;73798
67154;74516
74516;74893
66181;74588
68256;74588
74588;74778
71316;74588
65414;74979
68825;74979
64714;65772
64714;68319
64714;72551
64714;74208
65772;67329
65772;67411
65772;69326
65772;70785
65772;72986
65772;73667
68319;74765
68319;74613
67809;68319
68493;72551
68352;72551
65879;72551
72551;74347
72551;74471
71364;72551
69073;74208
73651;74208
69892;74208
70917;74208
64715;71526
71526;72406
69472;71526
70806;71526
68103;71526
71526;74543
64716;67094
64716;68728
64716;68821
64716;69203
64716;71971
64716;74413
64716;74530
67094;70972
66635;67094
67094;69527
68728;71654
68581;68728
64946;68728
67253;68728
65187;68728
68728;74614
68728;72349
68728;71046
68728;72712
68821;71089
68821;74766
68821;68978
68821;69186
71971;73785
71215;71971
68911;74413
73239;74413
67673;74413
69621;74413
64843;74530
67783;74530
67035;74530
73457;74530
70182;74530
64717;67855
64717;74668
67006;67855
66115;67855
65541;74668
69626;74668
67206;74668
71404;74668
64718;73058
64718;74426
66767;73058
64947;73058
65125;73058
66069;73058
70831;73058
72779;74426
68531;74426
74426;75015
74426;74819
70948;74426
64719;65763
64719;69319
64719;70777
64719;71394
64719;72095
64719;74038
64719;74295
65763;70849
65763;69738
67339;69319
66571;69319
69319;73350
69319;70769
70777;75321
66424;70777
67774;70777
70751;70777
71394;75249
72095;74570
65768;72095
66932;72095
71326;72095
72095;72995
72095;73447
72967;74038
72654;74038
70263;74295
64720;65294
64720;65857
64720;69514
64720;71406
64720;74367
64720;75020
65294;73902
65294;74020
65294;71045
65294;67080
65294;69978
65294;71910
65205;65857
65857;69604
65857;67265
65857;72143
65857;72444
65857;74599
65057;69514
65503;69514
67130;69514
68939;69514
69207;69514
67937;69514
68433;71406
69372;71406
71406;75243
70900;71406
71406;72011
71406;71835
66595;74367
65066;74367
65790;74367
72625;74367
71717;74367
67864;74367
71134;74367
73780;75020
65430;75020
68283;75020
67790;75020
64721;71294
64721;71547
64721;72440
64721;72956
64721;73558
64721;75356
71294;74879
71294;72786
68735;71294
71294;73399
66635;71547
67107;72440
66424;72440
72440;74107
71725;72440
72956;74196
65280;72956
67762;72956
72040;72956
67053;72956
67446;72956
69844;72956
72956;74115
71889;73558
68663;73558
69219;73558
73598;75356
64722;70209
64722;71905
69248;70209
70209;72918
70209;74429
70209;74626
71905;74314
71905;74860
70499;71905
68624;71905
67322;71905
66805;71905
66409;71905
71905;73898
71905;74266
68805;71905
71905;72145
64723;64854
64723;67077
64723;67117
64723;72778
64854;65008
64854;66456
64854;67288
64854;67407
64854;69055
64854;75122
67077;69337
67077;69287
65575;67077
67077;75009
67077;67405
67077;71939
67077;72549
67077;74891
65468;67117
65933;67117
67117;73389
67117;67634
67117;68950
66974;72778
67034;72778
66288;72778
72778;74170
72778;75411
71141;72778
64724;65107
64724;68326
64724;68368
64724;68732
64724;73815
64724;74234
64724;74648
64724;74653
65107;75044
65107;72514
65107;69008
65107;69967
68326;73347
66533;68326
68368;74590
66590;68368
68368;68693
68368;69367
68368;73223
68310;68732
68623;68732
66278;68732
68732;69778
68732;73394
73815;74271
73536;73815
65746;73815
70723;73815
72926;73815
69196;73815
68780;74234
68553;74234
72007;74234
65467;74648
65011;74648
65234;74648
69577;74648
65617;74648
67999;74648
71601;74648
66393;74648
73620;74648
67245;74648
64830;74653
70387;74653
67110;74653
73030;74653
72019;74653
73230;74653
64725;66391
64725;67880
65688;66391
66391;72846
66391;72333
66068;67880
67880;74944
66085;67880
67880;73760
64726;66653
64726;69523
64726;71816
64726;74837
65061;66653
66653;72849
66653;68526
66653;69340
69523;74869
65488;69523
69523;74073
67098;69523
68043;69523
69523;74864
71816;71904
67701;71816
71816;74180
71816;75333
71816;72403
68739;74837
69448;74837
72893;74837
71801;74837
64727;66166
64727;66745
64727;67896
64727;68146
64727;70352
64727;71574
66166;74942
66166;73469
66166;72204
66166;66637
66166;73360
66166;69641
66166;68131
66745;67541
66745;73673
66745;72119
66745;73715
66745;74596
67896;75430
67896;73714
67896;70155
67896;72578
67896;74937
68146;70556
67921;68146
68146;69029
65753;68146
67291;68146
66358;68146
70352;74971
70352;73324
71574;73515
71574;74440
69584;71574
70982;71574
71574;71911
65941;69714
65941;69971
65941;73666
65941;69113
65941;75159
67990;74753
67259;67990
66929;67990
67352;68476
66141;68476
68476;72916
67964;69431
68477;69431
69070;69431
65626;69431
69431;73075
69431;73987
68257;69431
64806;69757
65312;69757
66761;69757
69757;72142
69757;74524
68244;69757
69757;71862
70556;75287
68619;70556
70556;74331
69207;70556
71161;74318
71161;75362
68713;71161
71161;72089
70227;71161
68322;71356
69067;71356
71356;71833
67874;71356
71924;72216
72216;72319
70883;72216
71909;72216
64729;68481
64729;70699
64729;72707
64729;73547
68481;70712
65495;68481
65582;68481
68481;75001
68481;69032
68481;70883
67286;70699
65883;70699
70699;75394
70699;71349
69682;70699
72707;74478
72707;73523
65819;72707
69626;72707
64822;73547
66508;73547
73528;73547
67996;73547
64730;65423
64730;71061
64730;75157
65423;72851
65423;65949
65423;71376
65423;72297
65423;68498
65423;69644
65423;73094
65423;75137
65808;75157
66533;75157
66316;75157
69058;75157
64731;68752
64731;70488
68752;70603
68365;68752
67683;68752
68657;70488
70488;72410
70488;72614
70488;72045
64732;67352
64732;68585
64732;70560
64732;73679
64732;73902
67352;69274
67352;69368
67352;74144
67352;74274
68585;68698
68585;71058
70560;74622
70560;74242
70560;71880
70560;70713
70560;72941
70560;73056
67528;70560
70506;73679
66082;73679
71281;73679
68416;73679
72562;73679
66135;73679
69859;73902
64734;65456
64734;67317
65456;67723
65456;68558
65223;67317
67317;70464
65841;67317
67317;67589
67317;70041
67317;68170
67317;70822
67317;74934
64735;69607
64735;71634
64735;72541
64735;73592
64735;73970
65090;69607
66381;69607
66513;69607
69607;72388
67592;69607
67871;71634
70183;71634
65070;71634
66891;71634
67436;71634
67812;71634
69749;71634
71634;73403
72541;73323
72541;75142
72541;73279
66403;72541
68039;72541
71459;72541
65697;73592
68034;73592
73592;74346
66813;73970
65836;73970
73970;74531
70539;73970
70335;73970
70824;73970
64736;67194
64736;67925
64736;69002
67194;72746
67194;71500
67194;69547
67925;71154
67925;74049
67925;71523
66597;67925
67925;74007
67925;74228
69002;73999
69002;69317
69002;72328
68364;69002
69002;72379
64737;66362
64737;68951
64737;71226
64737;71271
64737;73610
66362;75203
65706;66362
65957;66362
68951;69373
71226;71860
71226;74616
71226;73099
68669;71226
71271;71272
71271;71798
65223;71271
65866;73610
73212;73610
64738;69458
64738;71154
64738;72855
64738;73919
64738;74564
69458;74805
69458;73279
69458;74073
67653;69458
72855;73955
70155;72855
72523;73919
73919;74903
70566;73919
67539;73919
70602;74564
74350;74564
71953;74564
67210;74564
67469;74564
64739;64808
64739;67236
64739;67768
64739;72890
64739;73627
64808;65055
64808;68243
64808;68500
64808;71097
64808;72627
64808;75103
67236;68981
65080;67236
67236;67890
67236;72658
67236;70650
67236;71365
67236;67838
67236;73252
66141;72890
72890;74178
67238;72890
67421;72890
64949;73627
68979;73627
66480;73627
70377;73627
64740;67356
64740;69946
64740;70677
67195;67356
67356;67589
67113;67356
67356;73313
67356;74686
69946;72680
69946;72647
69946;75351
70677;74726
70677;71319
69964;70677
70677;71178
70677;70934
64741;68000
64741;69579
64741;70081
64741;74285
64741;74942
68000;74942
68000;72194
68000;70983
68000;71603
68000;70375
68000;75196
68000;75258
69579;72547
69579;71337
69579;72800
68689;70081
70081;75302
70081;73764
70081;73192
70081;73695
65650;74285
68490;74285
73314;74285
68205;74285
70810;74285
68094;74942
73992;74942
72892;74942
72954;74942
67196;74942
64742;65806
64742;67456
64742;68816
64742;69917
64742;70380
65806;66673
65806;68382
65806;73658
64928;67456
67456;67987
67456;70260
67456;69104
65780;68816
66058;68816
69917;73319
68936;69917
68707;69917
66412;69917
66762;69917
70380;73680
64743;66174
64743;66297
64743;66323
64743;69200
64743;69331
64743;69937
64743;71654
64743;74830
66174;70088
66297;74554
64991;66297
66297;72064
66323;75208
66323;74470
65365;66323
68738;69200
69200;69292
69200;71079
65786;69331
65876;69331
69331;69981
66414;69331
69331;73820
69331;74017
69937;70486
68327;69937
69937;72287
69937;74689
69937;72596
67833;71654
66169;71654
71654;72291
67868;71654
71654;73434
71654;72416
71654;72672
71498;74830
65110;74830
64744;64997
64744;67192
64744;67286
64744;68763
64744;69168
64744;69221
64744;69423
64997;65096
64997;70280
64997;74718
67192;72021
67286;69126
65355;67286
67286;69426
67960;68763
65199;68763
67209;68763
67587;68763
68763;71397
68763;69225
69168;69790
69168;73007
69168;72659
68007;69221
69221;71857
65119;69423
69423;74959
68407;69423
64745;66490
64745;68446
64745;71818
64745;72194
66490;74402
66490;74931
65479;68446
68446;71036
68446;72920
66581;68446
68446;73677
67168;68446
68446;69118
71359;71818
65876;71818
69210;71818
71818;73994
68778;71818
71160;71818
72194;72978
65894;72194
71931;72194
66051;73515
66051;66425
66051;74642
66457;72813
66389;66457
66457;74004
66457;74982
64762;68428
68425;68428
68428;70892
68428;70539
68428;72365
64987;73027
71463;73027
70456;73027
68377;73027
64747;67695
64747;70772
64747;74069
67695;75322
67695;72748
67695;70468
66317;67695
73907;74069
65575;74069
69376;74069
69895;74069
67010;74069
67788;74069
71803;74069
64748;70654
64748;71135
64748;71439
69432;70654
65756;70654
69388;70654
70654;71622
69715;70654
69880;70654
70654;71615
71135;74961
66309;71135
67223;71135
68231;71135
66975;71439
65711;71439
66110;71439
70477;71439
71166;71439
67744;71439
68502;71439
70295;71439
70497;71439
70029;71439
64749;67602
64749;68010
64749;70311
64749;71402
67586;67602
67602;72297
67602;72246
67602;68256
68010;74526
68010;75082
70311;73971
70311;71299
66917;70311
70311;74099
71402;72463
65808;71402
71402;73189
66683;71402
69802;71402
71402;71508
71402;73699
69886;71402
71402;74354
64750;64835
64750;71073
64750;74850
64835;66081
64835;68378
64835;70461
64835;71759
71073;75369
74850;75203
65239;74850
65713;74850
66486;74850
66626;74850
69484;74850
64751;66697
64751;73374
64751;74153
66697;74670
66697;67136
66532;66697
66621;66697
66666;66697
66697;73295
66697;73332
73374;73771
65302;73374
68563;73374
66652;73374
67785;73374
73374;74325
73374;73442
74153;74161
69669;74153
69640;74153
74153;74355
65104;65205
65205;65507
65205;66195
65205;66637
65205;70087
64823;65513
65513;70246
65513;73608
65513;66824
65513;71107
66718;71957
65580;66718
66718;71374
66718;68903
67877;73963
67702;67877
67877;72499
67339;67877
67877;70906
67877;73774
64822;69714
69714;71860
69714;71436
66468;69714
66886;69714
69714;73423
65447;69838
68279;69838
69838;72574
69838;71340
65277;71031
66277;71031
67291;71031
69977;71031
71031;72677
71031;71941
69201;73515
65431;73515
65597;73515
73291;73515
69173;73515
68293;73515
69844;73515
71638;74961
67793;74961
67827;74961
67991;74961
72129;74961
69673;74961
70178;75410
72065;75410
70153;75410
69938;75410
64753;66677
64753;66715
64753;72887
64753;75061
66677;68346
66677;75229
66677;72281
66715;69923
66715;73913
67395;72887
72887;74196
72887;74737
66221;72887
66486;72887
72887;74662
72887;72988
72887;74461
73668;75061
70503;75061
68626;75061
71791;75061
74811;75061
64754;65325
64754;65504
64754;65889
64754;72283
64754;72581
64754;73840
65325;70203
65325;68399
65325;67490
65325;69311
65325;71512
65325;73303
65504;67201
65504;73383
65504;73979
65889;66000
65889;71551
69503;72283
72116;72283
72283;73880
70404;72283
71644;72283
72581;73901
67521;72581
72581;73052
72425;72581
65261;72581
72581;74327
67980;72581
72581;73939
72058;72581
71206;73840
71075;73840
72148;73840
68709;73840
72653;73840
64755;66084
64755;67111
64755;75380
66084;72946
65464;66084
66084;70464
65801;66084
66084;67970
66084;74572
67111;70925
67111;69445
67111;68256
67111;72244
73121;75380
67021;75380
74274;75380
70518;75380
64756;65700
64756;67219
64756;67871
64756;69853
64756;70382
64756;70548
64756;73644
64756;74336
65084;65700
65700;73965
65700;66727
65700;67147
65700;72343
67219;74404
67219;74925
65132;67871
67300;67871
65836;67871
67871;74499
66937;67871
67871;69028
67871;72755
69853;71537
67251;69853
69853;71684
69853;74163
68777;70382
70382;71513
69093;70548
65111;70548
70548;73910
70472;70548
70548;73560
70548;73215
70548;73712
69274;73644
73644;74843
72413;73644
65816;73644
73644;74160
68335;73644
70722;73644
69986;73644
72522;73644
65999;74336
73629;74336
64757;70760
64757;71913
64757;72592
70760;75357
67172;70760
65151;71913
65219;71913
65756;71913
71913;74100
69158;72592
64758;64893
64758;67182
64758;70316
64758;73127
64758;74237
64893;68801
64893;69320
64893;74708
67182;69718
67182;68463
66247;67182
66012;67182
67182;67785
70316;72027
64940;70316
69022;70316
65776;73127
67501;73127
68870;73127
73127;74449
71739;74237
74237;74956
64759;65049
64759;66507
64759;67571
64759;70846
64759;72406
64759;72759
64759;74251
65049;72024
64798;65049
64941;65049
65049;67217
65049;67515
65049;68306
65049;69382
65049;70054
65049;73166
65049;73703
65868;66507
66507;73587
66507;66716
66507;72817
66507;74984
67571;68626
67571;73173
67571;74276
67571;70121
70846;72752
70846;74126
72406;72759
67824;72406
67951;72406
71917;72406
67299;72759
66562;72759
66652;72759
72759;75186
72759;74088
67470;72759
72759;74889
72495;74251
72396;74251
66426;74251
73220;74251
74251;74873
64760;66243
65530;66243
66243;68400
66196;66243
66243;69814
66243;70685
66243;71414
64761;69811
64761;71886
64761;72746
67685;69811
69811;74805
66671;69811
66726;69811
69811;71336
66935;69811
69281;69811
71886;72352
65647;71886
65902;71886
69260;71886
70503;72746
71641;72746
66016;72746
67988;72746
64762;68981
64762;70689
68981;74525
68981;73834
68981;69797
70689;71498
69526;70689
70364;70689
70689;71404
69464;70689
70062;70689
64763;66968
64763;70714
64763;71109
64763;71186
64763;71248
66968;70280
66968;69956
66968;72848
66968;67394
66968;70371
66968;71152
66968;73088
70714;71697
65984;70714
67010;70714
68630;70714
69147;71109
71109;74346
71109;71548
71109;73629
71109;72799
67864;71186
65415;71248
65092;71248
70423;71248
67390;71248
70531;71248
64764;65207
64764;68357
64764;70372
64764;73016
64865;65207
65207;70546
65207;67945
65207;70370
65207;71699
65207;72841
65335;68357
65409;68357
68357;69653
68357;73397
68357;72191
67580;68357
70372;72171
66618;70372
70372;73346
68841;70372
64797;73016
71889;73016
64765;66967
64765;68295
64765;71385
64765;73046
64765;73078
66967;74256
66967;75296
67034;68295
68295;74242
68295;68677
66088;71385
67198;71385
66778;71385
66949;71385
68833;71385
71432;73046
70037;73046
71042;73046
72393;73078
71959;73078
73078;73611
71829;73078
64766;66203
64766;67299
64766;67533
64766;69771
64766;71781
64766;71782
64766;72271
64766;74199
66203;71685
66203;66888
66203;67145
65637;66203
65834;66203
66199;66203
66203;68896
66203;69858
66203;72146
66203;72903
67299;72223
64946;67299
66392;67299
66531;67299
67299;74811
67299;68796
67533;69296
66954;69771
69771;73662
65715;69771
69771;70515
69771;74418
69771;75449
69771;70993
69771;71592
71781;74810
70399;71781
71437;71781
68012;71782
71782;74877
65344;71782
71486;71782
71782;74384
64826;72271
67297;72271
72271;72421
66354;72271
66119;72271
71131;72271
67670;74199
69169;74199
66686;74199
72358;74199
74199;74888
68613;74199
64767;71236
64767;71455
64767;73421
64767;74318
66437;71236
71236;73721
71236;72920
69509;71236
71236;72437
71455;75174
70499;71455
71455;74999
66706;73421
71338;73421
65579;73421
70687;73421
66943;73421
71902;73421
74318;75254
74318;75160
64768;65467
64768;71712
64768;74916
