"source;target"
glasto;legends
glasto;bml13
glasto;benhoward
glasto;livingthedream
glasto;hellyes
glasto;helicopter
glasto;articmonkeys
glasto;weareswish
glasto;iwasthere
glasto;gunnahaveaball
glasto;latenightorwasitanearlymorning
glasto;arctics
glasto;godivafestival
glasto;roundthebend
glasto;day4
glasto;puuusssyyyyooooo
glasto;painting
glasto;art
glasto;music2myears
glasto;leicester
glasto;bbcintroducingstage
glasto;garagesale
glasto;norwich
glasto;stuff
glasto;brothersbar
glasto;the1975
glasto;closetgay
glasto;menothim
glasto;avalon
glasto;grandprix
glasto;thewellofsacrifice
glasto;blues
glasto;thegreen
glasto;harper
glasto;porn
glasto;chanceofrain
glasto;teartheplaceup
glasto;hiphop
glasto;rap
glasto;sexytime
glasto;sadacts
glasto;givenchy
glasto;tramlines
glasto;kanye
glasto;breakfastofkings
glasto;belter
glasto;choon
glasto;excitedforthis
glasto;coach
glasto;msmr
glasto;johnpeel
glasto;smallmercies
glasto;glastohasyounow
glasto;tdf
glasto;np
glasto;soundcloud
glasto;outdoorcooking
glasto;summertimes
glasto;wimpyglastoartists
glasto;alexturner
glasto;savingbattery
glasto;lovelife
glasto;fureyapproval
glasto;help
glasto;magaluf
glasto;redbutton
glasto;bbcintroducting
glasto;makegreeceacidjamaica
glasto;glastoshouts
glasto;bugg
glasto;notthere
glasto;loveglasto
glasto;rolling
glasto;fuckhim
glasto;utr
glasto;fashion
glasto;beaut
glasto;glastoshout
glasto;nice
glasto;learnthegenius
glasto;stageinvasion
glasto;pieminister
glasto;pissed
glasto;karaoke
glasto;passtheicecream
glasto;greengarden
glasto;amazeweather
glasto;glastofollownow
glasto;mi
glasto;swanage
glasto;muddy
glasto;muineachainabu
glasto;bbc4
glasto;justsayin
glasto;rollingstonesglasto
glasto;bliss
glasto;macbook
glasto;streaming
glasto;sunshine
glasto;blownaway
glasto;history
glasto;organic
glasto;hardrockcalling
glasto;trendy
glasto;lovehim
glasto;amazing
glasto;azealiabanks
glasto;whatimwearingnow
glasto;darrada
glasto;vibes
glasto;local
glasto;se19
glasto;mancrush
glasto;strawhatchic
glasto;comeon
glasto;tanned
glasto;getting
glasto;onlylove
glasto;atleastitsintheshade
glasto;foolish
glasto;overdue
glasto;thereslevelstothis
glasto;backtomorrow2
glasto;freshprinceofbelair
glasto;rip
glasto;somechoon
glasto;brothers
glasto;pupidol
glasto;pyramid
glasto;marbs
glasto;bbcthreeglasto
glasto;notreally
glasto;dope
glasto;publicenemy
glasto;glastobury
glasto;josephine
glasto;friday
glasto;dizzie
glasto;festivalpressure
glasto;brighton
glasto;waltjrbreakfast
glasto;savethedate
glasto;glastofollowtrain
glasto;goodstuff
glasto;bobsyouruncle
glasto;wellies
glasto;coconut
glasto;tooexcited
glasto;fb
glasto;hydepark
glasto;leftfield
glasto;blacklist
glasto;wim13
glasto;tiniestbitjealous
glasto;tomtomclub
glasto;festivaltune
glasto;mvula
glasto;highgreenpride
glasto;partyonthetrain
glasto;fm13
glasto;modernfamily
glasto;getmethere
glasto;lovebees
glasto;ruarrijoseph
glasto;costelloinanhour
glasto;whoseheadlineisitanyway
glasto;woohoo
glasto;fullhouse
glasto;bbc2
glasto;whyaminotinthatcrowd
glasto;despicableme2
glasto;goosebumps
glasto;yesssssss
glasto;ondemand
glasto;someonetakeme
glasto;waaa
glasto;indieforeverever
glasto;costco
glasto;youwouldntlikemewhenimangry
glasto;badcombination
glasto;proclaimers
glasto;weloveazealia
glasto;liquoricebitch
glasto;tattoo
glasto;geddonyajanner
glasto;nowellies
glasto;nomud
glasto;sunburn
glasto;calaminelotion
glasto;happylizbeth
glasto;festoblues
glasto;nobiggy
glasto;mexican
glasto;lovinglife
glasto;mykindofset
glasto;sick
glasto;streetstyle
glasto;greg
glasto;gay
glasto;grub
glasto;illgetmycoat
glasto;localticket
glasto;perfectweather
glasto;nextbestthing
glasto;strawberries
glasto;champagne
glasto;mard
glasto;taxidermyontour
glasto;shite
glasto;maki
glasto;hatinglife
glasto;tourdefrance
glasto;thestones
glasto;yewtrew
glasto;dodgybbcpresenters
glasto;badbadnotgood
glasto;jel
glasto;benhowardbliss
glasto;nilesrodgers
glasto;twodoorcinemaclub
glasto;wannago
glasto;festivalofgardenliterature
glasto;showmethecider
glasto;likethegoodolddays
glasto;noahandthewhale
glasto;wifi
glasto;wibe
glasto;justtesting
glasto;willgetthereoneday
glasto;ace
glasto;noah
glasto;chrisgoldfinger
glasto;takesmeback
glasto;broadeningmyhorizons
glasto;katenash
glasto;shivers
glasto;readingfestival
glasto;youtube
glasto;sad
glasto;pussyparlure
glasto;beauts
glasto;irish
glasto;bask
glasto;noahatw
glasto;nextyear
glasto;rock
glasto;notfoolinganyone
glasto;canoffosters
glasto;weird
glasto;cadtm
glasto;valueformoney
glasto;bestjobever
glasto;cpof
glasto;primalscream
glasto;pouringdown
glasto;iwannabethere
glasto;nothappyatall
glasto;wefeelsoclean
glasto;cashcow
glasto;realbread
glasto;bbcnews
glasto;haim
glasto;gemmacairney
glasto;kidzfield
glasto;edharcourt
glasto;proper
glasto;glastoenvy
glasto;lanadelrey
glasto;forever
glasto;sideofstage
glasto;saturday
glasto;maybe40yearsagochap
glasto;glasto11
glasto;highlights
glasto;notfadeaway
glasto;britishsummer
glasto;imposters
glasto;gimmeshelter
glasto;yeoyod
glasto;nobritney
glasto;enjoy
glasto;zenz
glasto;hdfestival
glasto;nocoldlampin
glasto;prettynostalgicpledge
glasto;prettynostalgicp
glasto;fact
glasto;lifesgood
glasto;wimbledon13
glasto;oliversarmy
glasto;awesome
glasto;nobadthing
glasto;orb
glasto;frunk
glasto;alunageorge
glasto;singalongslot
glasto;p
glasto;elvis
glasto;pretendingtobethere
glasto;thehitmaker
glasto;stonesletdown
glasto;direnlice
glasto;acertainromance
glasto;somersetproblems
glasto;greenfield
glasto;theorb
glasto;notafan
glasto;alexforpresident
glasto;cocktails
glasto;tapas
glasto;lursh
glasto;whinger
glasto;kakatsitsi
glasto;bringingtherealparty
glasto;pumpitup
glasto;pl
glasto;heatwave
glasto;bigswig
glasto;decent
glasto;daddydaycare
glasto;skyf1
glasto;classic
glasto;pimms
glasto;burning
glasto;tringnotglasto
glasto;bandwagon
glasto;v
glasto;alabamashakes
glasto;lauramvula
glasto;lauramvulaband
glasto;nilerodgers
glasto;rudimental
glasto;princeharry
glasto;supercutefestivalchic
glasto;guttedimnotgoingtoafestivalin2013
glasto;flavorflav
glasto;5tones
glasto;arsecrack
glasto;womad
glasto;ijustmadeupaword
glasto;isleofmtv
glasto;needtogoback
glasto;bestweekend
glasto;relax
glasto;tdf13
glasto;bantsfloor
glasto;turnup
glasto;summertime
glasto;screamadelica
glasto;shangri
glasto;goodboy
glasto;special
glasto;grandadtweets
glasto;awesometranslation
glasto;latitude
glasto;fullconcert
glasto;burial
glasto;johnnymar
glasto;bbcthree
glasto;vfest
glasto;festivalbeauty
glasto;blag
glasto;ruined
glasto;amazingafternoon
glasto;bestw
glasto;hippiebitches
glasto;readz
glasto;artics
glasto;graffiti
glasto;tag
glasto;yawn
glasto;gabrielleaplin
glasto;falling
glasto;bbcintorducing
glasto;scunthorpe
glasto;rockandrollcrew
glasto;whatababe
glasto;sugarman
glasto;lateiknow
glasto;wanttobethere
glasto;beacon
glasto;hah
glasto;gibsonsg
glasto;moustache
glasto;unreal
glasto;bestbritishband
glasto;notafanofcamping
glasto;gutted
glasto;shouldhavebeenthere
glasto;bagoshite
glasto;switcharoo
glasto;fbloggers
glasto;afp
glasto;soundunetosatnitedrinking
glasto;bored
glasto;alextrimble
glasto;glastofollow
glasto;tdcc
glasto;setlist
glasto;mustbesomethinginthewater
glasto;aretheydead
glasto;rocksoff
glasto;yourfacesoundsfamiliar
glasto;hilarious
glasto;bangingtunes
glasto;excited
glasto;ironmanwales
glasto;hardrcokcalling
glasto;banter
glasto;fraud
glasto;parisrocks
glasto;brucespringsteen
glasto;the
glasto;rodriguez
glasto;boardmasters
glasto;anticipation
glasto;bestofthefest
glasto;notliketheolddays
glasto;keepingitreal
glasto;fml
glasto;peace
glasto;boxing
glasto;soulman
glasto;feelinglucky
glasto;fit
glasto;spinetingling
glasto;goingnextyear
glasto;bbc3glastonbury
glasto;sobeaut
glasto;outstanding
glasto;tunes
glasto;ledge
glasto;talented
glasto;straight
glasto;casualty
glasto;blackmirror
glasto;ccfc
glasto;lovethemusic
glasto;benhowards
glasto;summerstampede
glasto;wowzers
glasto;bestmate
glasto;badgers
glasto;daftpunk
glasto;hopeso
glasto;somuch
glasto;iow
glasto;peel
glasto;savages
glasto;thefear
glasto;amaze
glasto;boring
glasto;uncool
glasto;notashamed
glasto;asl
glasto;esl
glasto;home
glasto;nelson
glasto;murray
glasto;towncalledmalice
glasto;bbq
glasto;tvcatchup
glasto;majorlazer
glasto;thestrypea
glasto;thestrypes
glasto;purple
glasto;violet
glasto;nails
glasto;gaa
glasto;awayjay
glasto;london2012
glasto;sympathy
glasto;whosin
glasto;eavis
glasto;trufax
glasto;robbingbastards
glasto;pissinabottle
glasto;rockncroll
glasto;stagemiracles
glasto;quiet
glasto;putyourlightersintheair
glasto;plan
glasto;daftoldbat
glasto;stones4ever
glasto;mavericksabre
glasto;hackney
glasto;wonderwall
glasto;makeitcount
glasto;goodgrief
glasto;bellend
glasto;dadcomment
glasto;global
glasto;tomorrowland
glasto;fuckyouoasishaters
glasto;bbc3glasto
glasto;wishitwaslikethiseveryyear
glasto;nicetouch
glasto;justsaying
glasto;stopthecull
glasto;fuckyes
glasto;download2013
glasto;withmylovelywifey
glasto;beer
glasto;bottled
glasto;cultured
glasto;odd
glasto;stopthebadgercull
glasto;cuddlytoy
glasto;tune
glasto;ineed
glasto;tubes
glasto;oldskool
glasto;cuntrags
glasto;neverfails
glasto;papers
glasto;meow
glasto;thescream
glasto;quality
glasto;sage
glasto;echoarena
glasto;cornerstone
glasto;mangotavoicelikechocolate
glasto;wired
glasto;commitment
glasto;obsessed
glasto;bobbyspinksuit
glasto;editors
glasto;thestrollingbones
glasto;tor
glasto;redbuttongone
glasto;landrover
glasto;bbk
glasto;paintitblack
glasto;upbeat
glasto;beeb
glasto;guttediamnotthere
glasto;fave
glasto;bluenorks
glasto;funbags
glasto;picnic
glasto;hopeful
glasto;random
glasto;practicallythere
glasto;killmenow
glasto;backstage
glasto;twonewsongs
glasto;freeexpression
glasto;kinkyboots
glasto;livingitup
glasto;sickkuzzy
glasto;feelthelove
glasto;badtimes
glasto;getitrightyouronthetelly
glasto;neverheardofthem
glasto;copyright
glasto;lovingit
glasto;trilby
glasto;druuuuuunk
glasto;blastfromthepast
glasto;savingtime
glasto;bestival
glasto;notcorey
glasto;lumineers
glasto;jelaous
glasto;dancinglittlenieceinlivingroom
glasto;rogerfest
glasto;example
glasto;notpretty
glasto;goslow
glasto;haimtheband
glasto;bouncy
glasto;2dcc
glasto;lovebananatree
glasto;nowwatching
glasto;titp
glasto;drumbeat
glasto;cantwatchboth
glasto;bad
glasto;bestyet
glasto;redheadliner
glasto;oaps
glasto;qualitylive
glasto;nothingmoretoadd
glasto;chaseandstatus
glasto;rockwerchter
glasto;twodoor
glasto;obvious
glasto;commonpeople
glasto;2door
glasto;yay
glasto;motogpassen
glasto;watchagain
glasto;somethinggoodcanwork
glasto;finally
glasto;everybodyfromthefronttotheback
glasto;wanker
glasto;tuneeeeeeee
glasto;dancingsinginginafirstfloorflat
glasto;everythingeverything
glasto;eastenders
glasto;notgonnahappenanytimesoon
glasto;needtosleep
glasto;halfmoonrun
glasto;calexico
glasto;guitarnerd
glasto;muse
glasto;heartbrokenlaaa
glasto;bbcalba
glasto;allypally
glasto;coyr
glasto;asktwitter
glasto;vodka
glasto;kaiserchiefs
glasto;takingeclectictonewlevelz
glasto;notoldenoughtorememberit
glasto;damagedhearing
glasto;childabuse
glasto;nightsorted
glasto;ashes
glasto;worldcup
glasto;wankers
glasto;live
glasto;bucketlist
glasto;tooexcitedforwords
glasto;sharpsuits
glasto;ffc
glasto;decisions
glasto;zzz
glasto;2doorcinemaclub
glasto;shit
glasto;tooyoung
glasto;sleepwalkingintofascism
glasto;iamsiegeface
glasto;gully
glasto;familylove
glasto;overwhelmingsadness
glasto;followmefollowyou
glasto;smokefest
glasto;faceforradio
glasto;representing
glasto;jealousy
glasto;amazinglive
glasto;dadrock
glasto;shmasto
glasto;plasto
glasto;glastoathome
glasto;sliteye
glasto;buzzcocks
glasto;sickvibe
glasto;claimtofame
glasto;anecdoteforlife
glasto;timeflies
glasto;tennis
glasto;oldies
glasto;revelation
glasto;decisionsdecisions
glasto;utterance
glasto;gordonramsey
glasto;gordonramsay
glasto;goolesto
glasto;cringe
glasto;struggling
glasto;happygilmour
glasto;ihaveacheek
glasto;vibe
glasto;cubcamp
glasto;nachos
glasto;sol
glasto;ritasmashedglasto
glasto;strollingbones
glasto;old
glasto;maga13
glasto;maga
glasto;cantfuckingwait
glasto;glastonbu
glasto;jump
glasto;bemine
glasto;norollingstoneshere
glasto;nowthatswhaticallglasto
glasto;squidhat
glasto;crowdshots
glasto;experiences
glasto;badgertrust
glasto;cantsing
glasto;dcfc
glasto;wine
glasto;nothinglastsforever
glasto;bobbygillespiessuit
glasto;screachers
glasto;prmlscrmmthrfckrs
glasto;cometogether
glasto;salad
glasto;mens100mfinal
glasto;totallyjealousofeveryonethere
glasto;hurryup
glasto;bkgarden
glasto;partypeople
glasto;jamiroquai
glasto;tdf100
glasto;heavy
glasto;boabylovers
glasto;sww
glasto;newbarnet
glasto;manchester
glasto;sheffieldisuper
glasto;makesyoufeelgood
glasto;somethingtosay
glasto;robbingaliving
glasto;livinthelife
glasto;oap
glasto;whyaminotatglastonbury
glasto;rollingstonestime
glasto;drinkisdrink
glasto;genius
glasto;wishiwasatglastonbury
glasto;trickytrees
glasto;pilton
glasto;desperateandembarrassing
glasto;relivingchildhood
glasto;honthelads
glasto;hippy
glasto;glastotip
glasto;xfactorindisguise
glasto;jeggins
glasto;impressed
glasto;dadjokes
glasto;ktf
glasto;examplerocks
glasto;coulddobetter
glasto;steaming
glasto;prettyblueeyes
glasto;loaded
glasto;sofabury
glasto;strypes
glasto;changedthewayyoukissme
glasto;isthereanybodystillhere
glasto;looksfuckinamazin
glasto;lefreaksochic
glasto;keepyourheadup
glasto;standards
glasto;class
glasto;skypapers
glasto;frontrowview
glasto;badexample
glasto;bagofshite
glasto;crustytreedwellingtwats
glasto;southdownsnationalpark
glasto;chavtastic
glasto;wow
glasto;hell
glasto;catchupwilldo
glasto;energy
glasto;specialguest
glasto;changedthewayyoukissedme
glasto;nowforthestones
glasto;justatad
glasto;whatever
glasto;eeeekkkkk
glasto;smashit
glasto;piss
glasto;wecreatechange
glasto;real
glasto;oldraveconnections
glasto;what
glasto;rftc
glasto;ease
glasto;hurts
glasto;piltonpop
glasto;suretheywillcope
glasto;muddddy
glasto;nightset
glasto;mindless
glasto;bbc6
glasto;madone
glasto;wooohooo
glasto;hahaha
glasto;rollingbloodystones
glasto;tooyoungtosounfthatold
glasto;radio1
glasto;moshpit
glasto;incredibleperformances
glasto;whileypoutcount
glasto;towie
glasto;tooyoungtosoundthatold
glasto;modernmoptop
glasto;utterbabe
glasto;thebeatles
glasto;getoffmyscreen
glasto;fifaproblems
glasto;lightweight
glasto;t
glasto;experience
glasto;whatannoysme
glasto;noproblem
glasto;bant
glasto;excitment
glasto;100percent
glasto;comfortofownhome
glasto;baddecisions
glasto;mufc
glasto;fanfuckintastic
glasto;yes
glasto;wrinklyrockers
glasto;knackered
glasto;guiltypleasure
glasto;gillespie
glasto;fuckinglovethem
glasto;lookssick
glasto;mint
glasto;byhookorbycrook
glasto;otherwayroundplease
glasto;bell
glasto;jayz
glasto;jowiley
glasto;talktofrank
glasto;jesus
glasto;holiday
glasto;cider
glasto;exciting
glasto;qfest
glasto;bestintro
glasto;screamteam
glasto;bobbygillespie
glasto;floppy
glasto;looks
glasto;onbury
glasto;muntersofrock
glasto;heatonpark
glasto;glasgowgreen
glasto;middleclasstonbury
glasto;ontgenexthype
glasto;1d
glasto;thatshitcray
glasto;fail
glasto;bingleymusiclive
glasto;wheeltappersandshuntersclub
glasto;leftfieldbside
glasto;bethgibbons
glasto;redheads
glasto;tempat
glasto;wwfc
glasto;stonestonestonestones
glasto;middleclassdliemmas
glasto;glastonkelly
glasto;dublin
glasto;kildare
glasto;getarchieout
glasto;absoultelykillingit
glasto;chaseadstatus
glasto;everyoneatthepyramid
glasto;bestbandever
glasto;mental
glasto;someonefindthedrummersteeth
glasto;rollingstoneslive
glasto;simpsons
glasto;andsoon
glasto;jay
glasto;sistersviewsonthestones
glasto;moveslikejagger
glasto;shock
glasto;toocooltobethere
glasto;muppets
glasto;commercialised
glasto;oldfarts
glasto;byh
glasto;attackoftheundead
glasto;godsaveusfromtherollingstones
glasto;funky
glasto;getyourrocksoff
glasto;shortstraw
glasto;nb
glasto;takemeaway
glasto;pastminetoo
glasto;pasttheirbedtime
glasto;corpses
glasto;oldfolkshome
glasto;oapbury
glasto;eclectic
glasto;corrie
glasto;rollingsto
glasto;lovemyronnie
glasto;iwanttobethere
glasto;fantastic
glasto;pledge
glasto;prisonercellblockh
glasto;lovethesax
glasto;shambles
glasto;chaseandatatus
glasto;firstwordlproblem
glasto;lythamboyprobs
glasto;stonesfail
glasto;rollingbores
glasto;lovejoy
glasto;antiques
glasto;wheresamanwithagunwhenyouneedone
glasto;underwhelmingstart
glasto;immense
glasto;florenceandthemachine
glasto;florencewelch
glasto;thatisall
glasto;jokez
glasto;leedsfest
glasto;takemeback
glasto;glasto2014
glasto;yippiekyeay
glasto;notarsed
glasto;middleclassdoppelgangerz
glasto;nonoandnoagain
glasto;skinnylegs
glasto;hardchoice
glasto;jacket
glasto;mick
glasto;blockingpplsviews
glasto;selfishcunts
glasto;tempz
glasto;classispermanent
glasto;teamronnie
glasto;gordonssofa
glasto;crolla
glasto;yeah
glasto;grandadrock
glasto;overhypedshite
glasto;tweetofthenight
glasto;looklikesadoldmen
glasto;campioynpwlleliynlle
glasto;blwyddynnesa
glasto;lively
glasto;toiletbreaksevery10minutes
glasto;pureclass
glasto;10kagig
glasto;mcs
glasto;differentclass
glasto;offtheirfaces
glasto;best
glasto;time
glasto;midnightrambler
glasto;wheredoeshegethisenergyfrom
glasto;callitaday
glasto;headliners
glasto;chasenstatus
glasto;whyamistillwaiting
glasto;turnsoff
glasto;just
glasto;jurrasic
glasto;mialert
glasto;micktaylor
glasto;oddfuture
glasto;stonecircle
glasto;mummydrummer
glasto;ronniewood
glasto;isthedrummerfromanursinghome
glasto;imdone
glasto;wantobethere
glasto;idgi
glasto;ithoughtitwasabanana
glasto;wallander
glasto;hype
glasto;wrinklies
glasto;utv
glasto;oldman
glasto;godawful
glasto;nohitssince72
glasto;wickedgame
glasto;cachexia
glasto;overated
glasto;dirty
glasto;kingofthemic
glasto;oldgeezers
glasto;prodigy
glasto;asap
glasto;goingtosleeplikeababytonight
glasto;skinnyjeans
glasto;drum
glasto;tweetsfromalonelysofa
glasto;meanttobepropermusic
glasto;notmycupoftea
glasto;whynot
glasto;bagginsbop
glasto;oldtimertweet
glasto;rollin
glasto;thewalkingdead
glasto;sassy
glasto;rolingstones
glasto;shitcunts
glasto;velinhosprasempre
glasto;lad
glasto;diehardwolfie
glasto;bbctwo
glasto;nanight
glasto;heartbeat
glasto;epicriff
glasto;themanthelipsthelegend
glasto;creepyoldmen
glasto;desperatley
glasto;shame
glasto;nosmellycampsiteforme
glasto;notimpressed
glasto;feedjagger
glasto;jowhiley
glasto;lazyshow
glasto;keithcanselfmedicate
glasto;hanginthereguys
glasto;shrunken
glasto;ketface
glasto;stonesstriptease
glasto;waste
glasto;standard
glasto;neverlostit
glasto;kidneystones
glasto;biscuitgate
glasto;r
glasto;rol
glasto;dl2013
glasto;glastonbury2013live
glasto;deppressingtimes
glasto;sadtimes
glasto;butchnans
glasto;killingit
glasto;verythin
glasto;offtheirface
glasto;hippies
glasto;soldout
glasto;hatsoff
glasto;nightmare
glasto;portaloo
glasto;forgothisname
glasto;poorchaps
glasto;notonustv
glasto;homewin
glasto;depechemode
glasto;animal
glasto;okay
glasto;who
glasto;socool
glasto;ub40
glasto;daddancing
glasto;bbcradio2
glasto;crazybear
glasto;nationalminimumwage
glasto;embarassing
glasto;raisins
glasto;notv
glasto;whataday
glasto;spaceinvader
glasto;feastival
glasto;loadsoffogies
glasto;789925yearsold
glasto;disappointed
glasto;storklegs
glasto;glasstonbury
glasto;goingbacknextyear
glasto;loveit
glasto;raving
glasto;lazerbeamz
glasto;pileofshit
glasto;bitlouddownourway
glasto;startedyoung
glasto;douchebagneighbours
glasto;irrelevant
glasto;playusasongweknow
glasto;eh
glasto;turnupthebackingsingers
glasto;myearsarebleeding
glasto;thingsthatareterrible
glasto;fossils
glasto;dire
glasto;sitdownbeforeyoufalldowngrandad
glasto;onlypersonwhodoesntliketherollingstones
glasto;obital
glasto;wank
glasto;herecomestheabuse
glasto;atanicmajesties
glasto;dadsinfluence
glasto;oldboyrocker
glasto;mainstreamshite
glasto;dontbelievethehype
glasto;surelyimseeingthings
glasto;rathereatmyownshit
glasto;dust
glasto;boreoff
glasto;canttellwhereoneendsandtheotherbegins
glasto;stoned
glasto;tunelessdrivel
glasto;irishlove
glasto;havethatmuthafuckas
glasto;dracula
glasto;losstthetshirt
glasto;nutsack
glasto;toooldtowalk
glasto;akward
glasto;tight
glasto;flav
glasto;pe
glasto;woowoo
glasto;draggingitout
glasto;thanksmick
glasto;bbcfour
glasto;sympathyforthedevil
glasto;devil
glasto;yeahhhhhh
glasto;grumpyoldman
glasto;workit
glasto;meh
glasto;dearlord
glasto;sofetch
glasto;2000lightyears
glasto;bottlejobs
glasto;thestone
glasto;soskinny
glasto;bbctwohd
glasto;metalica
glasto;markmywords
glasto;eventhoimagirl
glasto;nowords
glasto;looksbuzzing
glasto;getmeticketsnextyear
glasto;fuckbuttons
glasto;iwantnow
