"source;target"
glasto;blues
glasto;thegreen
glasto;harper
glasto;porn
glasto;teartheplaceup
glasto;hiphop
glasto;rap
glasto;sexytime
glasto;sadacts
glasto;tramlines
glasto;kanye
glasto;breakfastofkings
glasto;excitedforthis
glasto;coach
glasto;msmr
glasto;johnpeel
glasto;glastohasyounow
glasto;tdf
glasto;np
glasto;soundcloud
glasto;outdoorcooking
glasto;summertimes
glasto;wimpyglastoartists
glasto;alexturner
glasto;savingbattery
glasto;lovelife
glasto;fureyapproval
glasto;help
glasto;magaluf
glasto;redbutton
glasto;bbcintroducting
glasto;makegreeceacidjamaica
glasto;glastoshouts
glasto;bugg
glasto;notthere
glasto;loveglasto
glasto;rolling
glasto;fuckhim
glasto;utr
glasto;fashion
glasto;beaut
glasto;glastoshout
glasto;nice
glasto;learnthegenius
glasto;stageinvasion
glasto;pieminister
glasto;pissed
glasto;passtheicecream
glasto;greengarden
glasto;amazeweather
glasto;glastofollownow
glasto;mi
glasto;swanage
glasto;muddy
glasto;muineachainabu
glasto;bbc4
glasto;justsayin
glasto;bliss
glasto;macbook
glasto;streaming
glasto;sunshine
glasto;blownaway
glasto;history
glasto;organic
glasto;hardrockcalling
glasto;trendy
glasto;lovehim
glasto;amazing
glasto;glastonbury2013
glasto;whatimwearingnow
glasto;vibes
glasto;local
glasto;se19
glasto;mancrush
glasto;strawhatchic
glasto;comeon
glasto;tanned
glasto;getting
glasto;onlylove
glasto;atleastitsintheshade
glasto;foolish
glasto;overdue
glasto;thereslevelstothis
glasto;backtomorrow2
glasto;freshprinceofbelair
glasto;rip
glasto;somechoon
glasto;brothers
glasto;pupidol
glasto;marbs
glasto;bbcthreeglasto
glasto;notreally
glasto;dope
glasto;publicenemy
glasto;glastobury
glasto;josephine
glasto;friday
glasto;dizzie
glasto;festivalpressure
glasto;brighton
glasto;waltjrbreakfast
glasto;savethedate
glasto;glastofollowtrain
glasto;goodstuff
glasto;bobsyouruncle
glasto;wellies
glasto;coconut
glasto;tooexcited
glasto;fb
glasto;hydepark
glasto;leftfield
glasto;blacklist
glasto;wim13
glasto;tiniestbitjealous
glasto;tomtomclub
glasto;festivaltune
glasto;mvula
glasto;highgreenpride
glasto;partyonthetrain
glasto;fm13
glasto;modernfamily
glasto;lovebees
glasto;ruarrijoseph
glasto;whoseheadlineisitanyway
glasto;woohoo
glasto;fullhouse
glasto;bbc2
glasto;despicableme2
glasto;goosebumps
glasto;yesssssss
glasto;ondemand
glasto;someonetakeme
glasto;waaa
glasto;costco
glasto;youwouldntlikemewhenimangry
glasto;badcombination
glasto;weloveazealia
glasto;liquoricebitch
glasto;tattoo
glasto;geddonyajanner
glasto;nowellies
glasto;nomud
glasto;sunburn
glasto;calaminelotion
glasto;happylizbeth
glasto;nobiggy
glasto;mexican
glasto;lovinglife
glasto;mykindofset
glasto;sick
glasto;greg
glasto;gay
glasto;grub
glasto;illgetmycoat
glasto;localticket
glasto;perfectweather
glasto;nextbestthing
glasto;strawberries
glasto;champagne
glasto;mard
glasto;dance
glasto;taxidermyontour
glasto;shite
glasto;maki
glasto;tourdefrance
glasto;thestones
glasto;yewtrew
glasto;dodgybbcpresenters
glasto;badbadnotgood
glasto;jel
glasto;benhowardbliss
glasto;nilesrodgers
glasto;twodoorcinemaclub
glasto;festivalofgardenliterature
glasto;showmethecider
glasto;likethegoodolddays
glasto;noahandthewhale
glasto;willgetthereoneday
glasto;ace
glasto;noah
glasto;chrisgoldfinger
glasto;takesmeback
glasto;broadeningmyhorizons
glasto;katenash
glasto;shivers
glasto;readingfestival
glasto;youtube
glasto;sad
glasto;pussyparlure
glasto;beauts
glasto;irish
glasto;noahatw
glasto;nextyear
glasto;rock
glasto;notfoolinganyone
glasto;canoffosters
glasto;weird
glasto;cadtm
glasto;valueformoney
glasto;bestjobever
glasto;cpof
glasto;primalscream
glasto;pouringdown
glasto;nothappyatall
glasto;wefeelsoclean
glasto;cashcow
glasto;realbread
glasto;bbcnews
glasto;haim
glasto;gemmacairney
glasto;kidzfield
glasto;proper
glasto;glastoenvy
glasto;lanadelrey
glasto;forever
glasto;sideofstage
glasto;saturday
glasto;maybe40yearsagochap
glasto;glasto11
glasto;highlights
glasto;notfadeaway
glasto;britishsummer
glasto;gimmeshelter
glasto;elviscostello
glasto;yeoyod
glasto;nobritney
glasto;enjoy
glasto;zenz
glasto;hdfestival
glasto;nocoldlampin
glasto;prettynostalgicpledge
glasto;prettynostalgicp
glasto;fact
glasto;lifesgood
glasto;wimbledon13
glasto;oliversarmy
glasto;awesome
glasto;nobadthing
glasto;orb
glasto;frunk
glasto;singalongslot
glasto;p
glasto;elvis
glasto;pretendingtobethere
glasto;thehitmaker
glasto;stonesletdown
glasto;direnlice
glasto;acertainromance
glasto;somersetproblems
glasto;greenfield
glasto;theorb
glasto;westholts
glasto;alexforpresident
glasto;cocktails
glasto;tapas
glasto;lursh
glasto;whinger
glasto;kakatsitsi
glasto;bringingtherealparty
glasto;pumpitup
glasto;pl
glasto;heatwave
glasto;bigswig
glasto;decent
glasto;daddydaycare
glasto;skyf1
glasto;classic
glasto;pimms
glasto;burning
glasto;tringnotglasto
glasto;bandwagon
glasto;v
glasto;alabamashakes
glasto;lauramvula
glasto;lauramvulaband
glasto;nilerodgers
glasto;supercutefestivalchic
glasto;guttedimnotgoingtoafestivalin2013
glasto;flavorflav
glasto;5tones
glasto;womad
glasto;ijustmadeupaword
glasto;isleofmtv
glasto;needtogoback
glasto;bestweekend
glasto;relax
glasto;tdf13
glasto;bantsfloor
glasto;turnup
glasto;summertime
glasto;screamadelica
glasto;shangri
glasto;goodboy
glasto;special
glasto;grandadtweets
glasto;awesometranslation
glasto;latitude
glasto;burial
glasto;johnnymar
glasto;bbcthree
glasto;vfest
glasto;festivalbeauty
glasto;glastonburyfestival
glasto;blag
glasto;ruined
glasto;amazingafternoon
glasto;bestw
glasto;hippiebitches
glasto;readz
glasto;artics
glasto;yawn
glasto;gabrielleaplin
glasto;falling
glasto;bbcintorducing
glasto;scunthorpe
glasto;rockandrollcrew
glasto;whatababe
glasto;sugarman
glasto;lateiknow
glasto;wanttobethere
glasto;beacon
glasto;hah
glasto;moustache
glasto;unreal
glasto;bestbritishband
glasto;notafanofcamping
glasto;gutted
glasto;shouldhavebeenthere
glasto;bagoshite
glasto;switcharoo
glasto;fbloggers
glasto;afp
glasto;soundunetosatnitedrinking
glasto;bored
glasto;alextrimble
glasto;glastofollow
glasto;mustbesomethinginthewater
glasto;aretheydead
glasto;rocksoff
glasto;yourfacesoundsfamiliar
glasto;hilarious
glasto;bangingtunes
glasto;excited
glasto;tdcc
glasto;ironmanwales
glasto;hardrcokcalling
glasto;banter
glasto;fraud
glasto;parisrocks
glasto;brucespringsteen
glasto;the
glasto;rodriguez
glasto;boardmasters
glasto;anticipation
glasto;bestofthefest
glasto;notliketheolddays
glasto;keepingitreal
glasto;fml
glasto;peace
glasto;boxing
glasto;soulman
glasto;feelinglucky
glasto;fit
glasto;spinetingling
glasto;goingnextyear
glasto;bbc3glastonbury
glasto;sobeaut
glasto;outstanding
glasto;tunes
glasto;ledge
glasto;talented
glasto;straight
glasto;casualty
glasto;blackmirror
glasto;ccfc
glasto;lovethemusic
glasto;benhowards
glasto;summerstampede
glasto;wowzers
glasto;bestmate
glasto;daftpunk
glasto;hopeso
glasto;somuch
glasto;iow
glasto;peel
glasto;savages
glasto;thefear
glasto;amaze
glasto;boring
glasto;uncool
glasto;pyramid
glasto;notashamed
glasto;asl
glasto;esl
glasto;nelson
glasto;murray
glasto;towncalledmalice
glasto;bbq
glasto;majorlazer
glasto;thestrypea
glasto;thestrypes
glasto;purple
glasto;violet
glasto;nails
glasto;gaa
glasto;awayjay
glasto;london2012
glasto;sympathy
glasto;whosin
glasto;trufax
glasto;pissinabottle
glasto;rockncroll
glasto;stagemiracles
glasto;quiet
glasto;daftoldbat
glasto;stones4ever
glasto;mavericksabre
glasto;hackney
glasto;wonderwall
glasto;makeitcount
glasto;goodgrief
glasto;bellend
glasto;dadcomment
glasto;global
glasto;tomorrowland
glasto;fuckyouoasishaters
glasto;bbc3glasto
glasto;wishitwaslikethiseveryyear
glasto;nicetouch
glasto;justsaying
glasto;fuckyes
glasto;download2013
glasto;withmylovelywifey
glasto;beer
glasto;bottled
glasto;cultured
glasto;odd
glasto;cuddlytoy
glasto;tune
glasto;ineed
glasto;tubes
glasto;oldskool
glasto;neverfails
glasto;papers
glasto;meow
glasto;iwannabethere
glasto;thescream
glasto;quality
glasto;sage
glasto;echoarena
glasto;cornerstone
glasto;mangotavoicelikechocolate
glasto;wired
glasto;commitment
glasto;editors
glasto;thestrollingbones
glasto;tor
glasto;redbuttongone
glasto;landrover
glasto;bbk
glasto;paintitblack
glasto;upbeat
glasto;beeb
glasto;guttediamnotthere
glasto;fave
glasto;bluenorks
glasto;funbags
glasto;picnic
glasto;hopeful
glasto;random
glasto;killmenow
glasto;backstage
glasto;twonewsongs
glasto;freeexpression
glasto;rudimental
glasto;kinkyboots
glasto;livingitup
glasto;sickkuzzy
glasto;feelthelove
glasto;badtimes
glasto;getitrightyouronthetelly
glasto;neverheardofthem
glasto;copyright
glasto;lovingit
glasto;trilby
glasto;druuuuuunk
glasto;blastfromthepast
glasto;bestival
glasto;notcorey
glasto;lumineers
glasto;jelaous
glasto;dancinglittlenieceinlivingroom
glasto;rogerfest
glasto;example
glasto;notpretty
glasto;goslow
glasto;haimtheband
glasto;bouncy
glasto;2dcc
glasto;lovebananatree
glasto;nowwatching
glasto;titp
glasto;drumbeat
glasto;cantwatchboth
glasto;bad
glasto;bestyet
glasto;redheadliner
glasto;oaps
glasto;qualitylive
glasto;nothingmoretoadd
glasto;rockwerchter
glasto;twodoor
glasto;obvious
glasto;commonpeople
glasto;2door
glasto;yay
glasto;motogpassen
glasto;watchagain
glasto;somethinggoodcanwork
glasto;finally
glasto;everybodyfromthefronttotheback
glasto;wanker
glasto;tuneeeeeeee
glasto;dancingsinginginafirstfloorflat
glasto;everythingeverything
glasto;notgonnahappenanytimesoon
glasto;needtosleep
glasto;halfmoonrun
glasto;calexico
glasto;stopthecull
glasto;guitarnerd
glasto;muse
glasto;heartbrokenlaaa
glasto;bbcalba
glasto;allypally
glasto;coyr
glasto;asktwitter
glasto;vodka
glasto;kaiserchiefs
glasto;takingeclectictonewlevelz
glasto;notoldenoughtorememberit
glasto;damagedhearing
glasto;childabuse
glasto;nightsorted
glasto;ashes
glasto;worldcup
glasto;wankers
glasto;bucketlist
glasto;tooexcitedforwords
glasto;sharpsuits
glasto;decisions
glasto;zzz
glasto;2doorcinemaclub
glasto;shit
glasto;tooyoung
glasto;sleepwalkingintofascism
glasto;iamsiegeface
glasto;gully
glasto;familylove
glasto;overwhelmingsadness
glasto;followmefollowyou
glasto;smokefest
glasto;faceforradio
glasto;representing
glasto;jealousy
glasto;amazinglive
glasto;dadrock
glasto;shmasto
glasto;plasto
glasto;glastoathome
glasto;sliteye
glasto;buzzcocks
glasto;claimtofame
glasto;anecdoteforlife
glasto;timeflies
glasto;oldies
glasto;revelation
glasto;decisionsdecisions
glasto;utterance
glasto;gordonramsey
glasto;gordonramsay
glasto;goolesto
glasto;live
glasto;cringe
glasto;struggling
glasto;happygilmour
glasto;ihaveacheek
glasto;vibe
glasto;cubcamp
glasto;nachos
glasto;sol
glasto;ritasmashedglasto
glasto;strollingbones
glasto;old
glasto;maga13
glasto;maga
glasto;cantfuckingwait
glasto;bemine
glasto;norollingstoneshere
glasto;squidhat
glasto;crowdshots
glasto;experiences
glasto;badgertrust
glasto;cantsing
glasto;dcfc
glasto;wine
glasto;nothinglastsforever
glasto;bobbygillespiessuit
glasto;screachers
glasto;prmlscrmmthrfckrs
glasto;cometogether
glasto;salad
glasto;totallyjealousofeveryonethere
glasto;hurryup
glasto;bkgarden
glasto;partypeople
glasto;jamiroquai
glasto;tdf100
glasto;heavy
glasto;boabylovers
glasto;sww
glasto;newbarnet
glasto;manchester
glasto;sheffieldisuper
glasto;makesyoufeelgood
glasto;somethingtosay
glasto;robbingaliving
glasto;livinthelife
glasto;oap
glasto;whyaminotatglastonbury
glasto;rollingstonestime
glasto;drinkisdrink
glasto;genius
glasto;wishiwasatglastonbury
glasto;trickytrees
glasto;impressed
glasto;dadjokes
glasto;ktf
glasto;coulddobetter
glasto;steaming
glasto;prettyblueeyes
glasto;strypes
glasto;isthereanybodystillhere
glasto;looksfuckinamazin
glasto;lefreaksochic
glasto;keepyourheadup
glasto;standards
glasto;class
glasto;skypapers
glasto;frontrowview
glasto;badexample
glasto;bagofshite
glasto;examplerocks
glasto;crustytreedwellingtwats
glasto;southdownsnationalpark
glasto;chavtastic
glasto;wow
glasto;hell
glasto;catchupwilldo
glasto;energy
glasto;specialguest
glasto;changedthewayyoukissedme
glasto;nowforthestones
glasto;justatad
glasto;eeeekkkkk
glasto;smashit
glasto;piss
glasto;wecreatechange
glasto;real
glasto;oldraveconnections
glasto;what
glasto;rftc
glasto;ease
glasto;hurts
glasto;piltonpop
glasto;suretheywillcope
glasto;muddddy
glasto;nightset
glasto;bbc6
glasto;stopthebadgercull
glasto;madone
glasto;wooohooo
glasto;hahaha
glasto;rollingbloodystones
glasto;tooyoungtosounfthatold
glasto;radio1
glasto;moshpit
glasto;chaseandstatus
glasto;incredibleperformances
glasto;whileypoutcount
glasto;tooyoungtosoundthatold
glasto;modernmoptop
glasto;utterbabe
glasto;thebeatles
glasto;getoffmyscreen
glasto;lightweight
glasto;t
glasto;experience
glasto;whatannoysme
glasto;noproblem
glasto;bant
glasto;excitment
glasto;comfortofownhome
glasto;baddecisions
glasto;mufc
glasto;fanfuckintastic
glasto;yes
glasto;wrinklyrockers
glasto;knackered
glasto;guiltypleasure
glasto;gillespie
glasto;fuckinglovethem
glasto;lookssick
glasto;eavis
glasto;mint
glasto;byhookorbycrook
glasto;otherwayroundplease
glasto;bell
glasto;jayz
glasto;jowiley
glasto;talktofrank
glasto;jesus
glasto;holiday
glasto;cider
glasto;exciting
glasto;qfest
glasto;bestintro
glasto;screamteam
glasto;bobbygillespie
glasto;purpleaki
glasto;floppy
glasto;looks
glasto;onbury
glasto;muntersofrock
glasto;heatonpark
glasto;glasgowgreen
glasto;middleclasstonbury
glasto;ontgenexthype
glasto;1d
glasto;jagger
glasto;thatshitcray
glasto;fail
glasto;bingleymusiclive
glasto;wheeltappersandshuntersclub
glasto;leftfieldbside
glasto;bethgibbons
glasto;redheads
glasto;tempat
glasto;wwfc
glasto;stonestonestonestones
glasto;middleclassdliemmas
glasto;glastonkelly
glasto;dublin
glasto;kildare
glasto;absoultelykillingit
glasto;chaseadstatus
glasto;everyoneatthepyramid
glasto;bestbandever
glasto;mental
glasto;someonefindthedrummersteeth
glasto;rollingstoneslive
glasto;simpsons
glasto;andsoon
glasto;jay
glasto;sistersviewsonthestones
glasto;moveslikejagger
glasto;shock
glasto;toocooltobethere
glasto;muppets
glasto;commercialised
glasto;oldfarts
glasto;byh
glasto;attackoftheundead
glasto;godsaveusfromtherollingstones
glasto;funky
glasto;getyourrocksoff
glasto;shortstraw
glasto;nb
glasto;takemeaway
glasto;pastminetoo
glasto;pasttheirbedtime
glasto;corpses
glasto;oldfolkshome
glasto;oapbury
glasto;eclectic
glasto;corrie
glasto;rollingsto
glasto;lovemyronnie
glasto;fantastic
glasto;pledge
glasto;prisonercellblockh
glasto;lovethesax
glasto;shambles
glasto;chaseandatatus
glasto;firstwordlproblem
glasto;stonesfail
glasto;rollingbores
glasto;lovejoy
glasto;antiques
glasto;wheresamanwithagunwhenyouneedone
glasto;underwhelmingstart
glasto;immense
glasto;florenceandthemachine
glasto;florencewelch
glasto;thatisall
glasto;jokez
glasto;leedsfest
glasto;takemeback
glasto;glasto2014
glasto;yippiekyeay
glasto;notarsed
glasto;middleclassdoppelgangerz
glasto;nonoandnoagain
glasto;skinnylegs
glasto;hardchoice
glasto;jacket
glasto;mick
glasto;blockingpplsviews
glasto;selfishcunts
glasto;tempz
glasto;classispermanent
glasto;teamronnie
glasto;gordonssofa
glasto;crolla
glasto;yeah
glasto;grandadrock
glasto;overhypedshite
glasto;tweetofthenight
glasto;looklikesadoldmen
glasto;campioynpwlleliynlle
glasto;blwyddynnesa
glasto;lively
glasto;toiletbreaksevery10minutes
glasto;pureclass
glasto;10kagig
glasto;mcs
glasto;differentclass
glasto;offtheirfaces
glasto;best
glasto;time
glasto;midnightrambler
glasto;wheredoeshegethisenergyfrom
glasto;callitaday
glasto;headliners
glasto;chasenstatus
glasto;whyamistillwaiting
glasto;turnsoff
glasto;just
glasto;jurrasic
glasto;mialert
glasto;micktaylor
glasto;oddfuture
glasto;stonecircle
glasto;mummydrummer
glasto;ronniewood
glasto;isthedrummerfromanursinghome
glasto;imdone
glasto;wantobethere
glasto;idgi
glasto;ithoughtitwasabanana
glasto;wallander
glasto;hype
glasto;wrinklies
glasto;utv
glasto;oldman
glasto;godawful
glasto;nohitssince72
glasto;wickedgame
glasto;cachexia
glasto;overated
glasto;dirty
glasto;kingofthemic
glasto;oldgeezers
glasto;prodigy
glasto;asap
glasto;goingtosleeplikeababytonight
glasto;skinnyjeans
glasto;drum
glasto;tweetsfromalonelysofa
glasto;meanttobepropermusic
glasto;notmycupoftea
glasto;whynot
glasto;bagginsbop
glasto;oldtimertweet
glasto;rollin
glasto;thewalkingdead
glasto;sassy
glasto;rolingstones
glasto;shitcunts
glasto;velinhosprasempre
glasto;lad
glasto;diehardwolfie
glasto;bbctwo
glasto;nanight
glasto;heartbeat
glasto;epicriff
glasto;themanthelipsthelegend
glasto;creepyoldmen
glasto;desperatley
glasto;shame
glasto;nosmellycampsiteforme
glasto;notimpressed
glasto;feedjagger
glasto;jowhiley
glasto;lazyshow
glasto;keithcanselfmedicate
glasto;hanginthereguys
glasto;shrunken
glasto;ketface
glasto;stonesstriptease
glasto;waste
glasto;standard
glasto;neverlostit
glasto;kidneystones
glasto;biscuitgate
glasto;r
glasto;rol
glasto;dl2013
glasto;butchnans
glasto;killingit
glasto;verythin
glasto;soldout
glasto;hatsoff
glasto;nightmare
glasto;portaloo
glasto;forgothisname
glasto;poorchaps
glasto;notonustv
glasto;homewin
glasto;depechemode
glasto;animal
glasto;okay
glasto;glastonbury2013live
glasto;who
glasto;socool
glasto;daddancing
glasto;bbcradio2
glasto;crazybear
glasto;nationalminimumwage
glasto;embarassing
glasto;raisins
glasto;notv
glasto;getmethere
glasto;whataday
glasto;spaceinvader
glasto;feastival
glasto;loadsoffogies
glasto;789925yearsold
glasto;disappointed
glasto;storklegs
glasto;glasstonbury
glasto;loveit
glasto;raving
glasto;lazerbeamz
glasto;pileofshit
glasto;bitlouddownourway
glasto;startedyoung
glasto;douchebagneighbours
glasto;playusasongweknow
glasto;eh
glasto;turnupthebackingsingers
glasto;myearsarebleeding
glasto;thingsthatareterrible
glasto;fossils
glasto;dire
glasto;sitdownbeforeyoufalldowngrandad
glasto;onlypersonwhodoesntliketherollingstones
glasto;obital
glasto;wank
glasto;herecomestheabuse
glasto;atanicmajesties
glasto;dadsinfluence
glasto;oldboyrocker
glasto;mainstreamshite
glasto;dontbelievethehype
glasto;surelyimseeingthings
glasto;rathereatmyownshit
glasto;dust
glasto;boreoff
glasto;canttellwhereoneendsandtheotherbegins
glasto;stoned
glasto;tunelessdrivel
glasto;irishlove
glasto;havethatmuthafuckas
glasto;dracula
glasto;losstthetshirt
glasto;nutsack
glasto;toooldtowalk
glasto;akward
glasto;tight
glasto;flav
glasto;pe
glasto;woowoo
glasto;draggingitout
glasto;thanksmick
glasto;bbcfour
glasto;sympathyforthedevil
glasto;devil
glasto;yeahhhhhh
glasto;grumpyoldman
glasto;workit
glasto;meh
glasto;dearlord
glasto;sofetch
glasto;2000lightyears
glasto;thestone
glasto;soskinny
glasto;bbctwohd
glasto;metalica
glasto;markmywords
glasto;eventhoimagirl
glasto;nowords
glasto;looksbuzzing
glasto;getmeticketsnextyear
glasto;fuckbuttons
glasto;iwantnow
glasto;themoveslikejagger
glasto;drones
glasto;pleasedtomeetyou
glasto;feathercape
glasto;dissapointed
glasto;nosympathy
glasto;ironictweet
glasto;got
glasto;mickswardrobe
glasto;azealiabanks
glasto;notfeelingit
glasto;thinkingofyou
glasto;wakestock
glasto;highlife
glasto;strobe
glasto;endcredits
glasto;thrones
glasto;throwawayculture
glasto;notafestivalact
glasto;goonthenmick
glasto;fuckingsympathyforthefuckingdevil
glasto;embarrassing
glasto;stmpathyforthedevil
glasto;uglymotherfuckers
glasto;whitewalkers
glasto;theprodigy
glasto;eveningmade
glasto;gotthemoves
glasto;rollingstonesatglasto
glasto;cliffehanger
glasto;5minsofthestonesisplenty
glasto;pubrock
glasto;tributeband
glasto;maxwall
glasto;bringthenoise
glasto;ghosttrain
glasto;swansealyrics
glasto;metallica
glasto;whyarentithere
glasto;drink
glasto;banging
glasto;theheadstones
glasto;mickpullsitoutthebag
glasto;nutcase
glasto;bobbyg
glasto;pink
glasto;suit
glasto;drummers
glasto;smiths
glasto;shreds
glasto;goldencircle
glasto;thesmiths
glasto;thanksforthememories
glasto;sympathyfortheaudience
glasto;onlyplaceiseenskinnerlegsisintheedunit
glasto;lookinggood
glasto;iwantthatdiet
glasto;soldier
glasto;metling
glasto;rapscmap
glasto;allnightlong
glasto;justdie
glasto;micklooksgreat
glasto;startmeup
glasto;epic
glasto;stickthin
glasto;fuckoffstones
glasto;redwine
glasto;ostrich
glasto;notapickingonthem
glasto;sunrise
glasto;wonga
glasto;sto
glasto;sftd
glasto;giveitup
glasto;stoneslovin
glasto;hilar
glasto;dram
glasto;spentforce
glasto;average
glasto;nextyearbaby
glasto;guaranteed
glasto;happydays
glasto;derek
glasto;axeman
glasto;youhadtobethere
glasto;letyougo
glasto;marr
glasto;notgoodshame
glasto;udontneedthemoneysowhydoit
glasto;magic
glasto;retireplease
glasto;itislikewatchingspittingimage
glasto;theyveputearmuffsoncharliewatts
glasto;mynannasplayingdrums
glasto;animatedcorpses
